,date,open,high,low,close,adjusted close,volume
61,2018-11-08 00:00:00,150.49,150.94,146.74,147.87,147.87,24145814
62,2018-11-09 00:00:00,146.75,147.76,144.07,144.96,144.96,17326898
63,2018-11-12 00:00:00,144.48,145.04,140.4899,141.55,141.55,18542123
64,2018-11-13 00:00:00,142.0,144.88,141.62,142.16,142.16,15141710
65,2018-11-14 00:00:00,143.7,145.58,141.55,144.22,144.22,22068384
66,2018-11-15 00:00:00,142.33,144.84,140.83,143.85,143.85,30320280
67,2018-11-16 00:00:00,141.07,141.77,137.77,139.53,139.53,37250560
68,2018-11-19 00:00:00,137.61,137.75,131.21,131.55,131.55,44362729
69,2018-11-20 00:00:00,127.03,134.1592,126.85,132.43,132.43,41939475
70,2018-11-21 00:00:00,134.4,137.19,134.13,134.82,134.82,25469735
71,2018-11-23 00:00:00,133.65,134.5,131.2551,131.73,131.73,11886128
72,2018-11-26 00:00:00,133.0,137.0,132.78,136.38,136.38,24263640
73,2018-11-27 00:00:00,135.75,136.6126,133.71,135.0,135.0,20750318
74,2018-11-28 00:00:00,136.28,136.7899,131.85,136.76,136.76,29847505
75,2018-11-29 00:00:00,135.92,139.99,135.66,138.68,138.68,24238713
76,2018-11-30 00:00:00,138.26,140.966,137.36,140.61,140.61,25732577
77,2018-12-03 00:00:00,143.0,143.6799,140.76,141.09,141.09,24819226
78,2018-12-04 00:00:00,140.73,143.39,137.16,137.93,137.93,30307400
79,2018-12-06 00:00:00,133.82,139.7,133.67,139.63,139.63,28218145
80,2018-12-07 00:00:00,139.25,140.87,136.6566,137.42,137.42,21195460
81,2018-12-10 00:00:00,139.6,143.05,139.01,141.85,141.85,26422173
82,2018-12-11 00:00:00,143.88,143.88,141.1,142.08,142.08,20300349
83,2018-12-12 00:00:00,143.08,147.19,142.51,144.5,144.5,23696936
84,2018-12-13 00:00:00,145.57,145.85,143.19,145.01,145.01,18148610
85,2018-12-14 00:00:00,143.34,146.01,142.51,144.06,144.06,21785820
86,2018-12-17 00:00:00,143.08,144.92,138.42,140.19,140.19,24333959
87,2018-12-18 00:00:00,141.08,145.93,139.8301,143.66,143.66,24709084
88,2018-12-19 00:00:00,141.21,144.91,132.5,133.24,133.24,57404894
89,2018-12-20 00:00:00,130.7,135.57,130.0,133.4,133.4,40297944
90,2018-12-21 00:00:00,133.39,134.9,123.42,124.95,124.95,56901491
91,2018-12-24 00:00:00,123.1,129.74,123.02,124.06,124.06,22066002
92,2018-12-26 00:00:00,126.0,134.24,125.89,134.18,134.18,39723370
93,2018-12-27 00:00:00,132.44,134.99,129.67,134.52,134.52,31202509
94,2018-12-28 00:00:00,135.34,135.92,132.2,133.2,133.2,22627569
95,2018-12-31 00:00:00,134.45,134.64,129.95,131.09,131.09,24625308
96,2019-01-02 00:00:00,128.99,137.51,128.56,135.68,135.68,28146193
97,2019-01-03 00:00:00,134.69,137.17,131.12,131.74,131.74,22717948
98,2019-01-04 00:00:00,134.01,138.0,133.75,137.95,137.95,29002059
99,2019-01-07 00:00:00,137.56,138.87,135.91,138.05,138.05,19988555
