,TSLA,AAPL,AMZN,GOOGL,FB,TWTR,MSFT,CRM,NOW,WDAY,ADBE,INTU,ANSS,SNPS,CDNS,ADSK,MA,V,AXP,DFS,CME,COST,MORN,ILMN,ISRG,HD,LRCX,AMAT,XLNX,NVDA,AMD,AVGO,MU,OLED,XBI,QQQ,MTN,NTES,TRIP,NFLX,DIS,ATVI,EA
2014-02-21,209.6,68.9464,346.76,603.7587,68.59,55.92,33.9406,63.59,69.28,100.45,68.22,73.2681,82.37,40.4,15.14,55.4,73.1555,53.9846,82.296,51.6517,59.2434,99.8641,78.7652,174.05,145.0632,69.8124,48.6966,17.7046,45.2574,17.7261,3.69,53.3142,25.08,33.0237,53.4163,85.1978,63.1447,65.426,96.92,61.7471,74.666,18.9702,28.0
2014-02-24,217.65,69.2483,351.78,608.1322,70.78,55.78,33.6814,63.91,68.9,100.36,68.765,73.4294,84.07,40.27,15.14,54.47,73.4068,54.6686,83.381,52.3165,59.7337,100.5258,78.8694,178.53,146.1799,69.9292,49.0227,17.6768,45.7294,17.9829,3.71,54.243,24.75,33.532,54.1052,85.6526,64.5678,63.9874,98.26,63.8571,75.225,18.9413,27.96
2014-02-25,248.0,68.5276,358.32,611.8888,69.85,54.96,33.5474,63.66,68.76,98.75,68.01,73.3535,83.7,39.97,15.1,54.66,74.1605,54.891000000000005,83.3717,51.8794,58.8818,101.8669,78.4336,179.54,144.9565,72.722,48.9668,17.6305,45.8719,17.902,3.69,53.724,24.255,33.9606,55.4016,85.5578,64.4425,62.651,101.04,64.7185,74.7405,18.7201,28.1
2014-02-26,253.0,67.9094,359.8,611.9741,69.26,55.87,33.4848,63.74,68.68,100.28,67.82,73.7045,84.47,39.95,15.24,54.72,74.7597,54.6493,83.2048,51.7154,58.3352,102.2374,78.2442,176.69,146.1165,73.3686,49.032,17.7046,46.4776,17.8734,3.7,56.3647,24.22,33.9806,55.2424,85.48200000000001,63.5922,63.7804,100.18,64.1128,74.6194,18.7008,28.27
2014-02-27,252.54,69.264,360.13,611.4926,68.94,55.77,33.8333,66.22,70.12,115.47,69.92,74.0839,83.2,40.0,15.35,54.28,75.1462,54.6904,83.7241,51.4422,58.8014,102.5374,78.301,178.11,148.0499,73.6111,48.2867,17.6212,46.343999999999994,17.6728,3.71,55.8912,24.19,35.0671,55.4536,86.0345,63.2789,64.6556,99.72,64.6042,74.9921,18.8067,28.54
2014-02-28,244.81,69.0763,362.1,609.7071,68.46,54.91,34.2355,62.37,68.06,109.92,68.63,74.1313,83.52,40.4,15.33,52.48,75.1076,54.6082,84.6421,52.2619,59.3319,103.0491,79.2483,171.49,148.2765,73.665,48.1935,17.5748,46.4955,17.5581,3.71,56.1825,24.19,34.4291,53.1986,85.9393,62.9388,65.098,100.24,63.6614,75.2996,18.6143,28.59
2014-03-03,250.56,69.2758,359.78,603.207,67.41,53.71,33.7618,61.49,67.95,106.3,67.86,73.8657,82.39,39.84,15.3,51.67,74.1509,53.5206,83.4273,51.9613,59.5649,102.1227,78.0737,172.98,151.2798,73.638,47.6252,17.3431,46.2282,17.4722,3.67,56.218999999999994,24.48,33.3028,53.0654,85.302,61.82,63.8274,100.55,63.6557,74.0416,18.7778,28.09
2014-03-04,254.84,69.7326,363.9,609.336,68.8,54.28,34.3248,63.07,70.81,109.08,68.6,76.7494,83.63,40.58,15.52,53.5,75.8614,54.5018,85.8753,52.9541,61.083999999999996,102.9168,78.7367,178.83,149.8365,74.4193,47.4762,17.4636,47.119,17.6537,3.7,57.685,25.11,34.2397,54.4106,86.3864,62.4644,64.7686,106.89,64.9971,76.1382,18.9606,28.81
2014-03-05,252.66,69.8797,372.37,611.0161,71.57,54.38,34.0567,63.68,70.03,107.03,68.9,76.4838,83.4,40.47,15.45,53.44,75.5715,53.8517,85.4395,53.1363,61.4216,102.758,78.2915,178.21,148.9732,74.4552,48.473,17.7695,47.2526,17.8065,3.71,57.4391,24.83,34.0404,54.2156,86.6243,63.5474,66.2556,107.3,64.7856,77.0421,19.278,29.09
2014-03-06,252.94,69.6683,372.16,611.6932,70.84,54.83,34.0925,63.14,68.57,104.79,68.92,76.5787,83.38,40.48,15.96,53.74,75.0206,54.1055,86.7192,53.5279,62.0726,99.9259,78.3578,171.37,148.1165,74.0062,49.7028,17.9642,47.6267,17.5581,3.73,57.9491,24.77,34.2996,52.513000000000005,86.5482,63.8696,68.279,108.38,64.3585,77.6571,19.4031,29.21
2014-03-07,246.21,69.6276,372.06,609.2758,69.8,53.53,33.8691,60.74,67.14,102.08,68.52,77.9731,83.3,40.4,15.91,53.61,75.3202,54.5163,87.0344,53.9924,62.2424,100.1376,77.9126,168.35,147.9932,74.1319,49.7028,18.2052,47.2347,17.539,3.95,57.1386,24.42,34.0005,52.266000000000005,86.1201,63.7622,67.3755,108.06,64.0528,76.6041,19.3454,29.38
2014-03-10,238.84,69.6906,370.53,607.6608,72.03,53.88,33.7976,59.78,66.9,100.95,68.04,77.6126,82.99,40.46,15.81,52.59,74.7887,54.5018,86.8861,54.1108,62.0483,101.0993,77.7421,166.55,146.1965,73.7997,49.4512,17.9642,47.3149,17.2811,3.81,57.1842,24.85,33.6915,52.461000000000006,86.1962,63.3326,65.8791,107.54,62.8499,76.3805,19.5185,29.21
2014-03-11,234.41,70.3693,368.82,601.8529,70.1,54.02,33.9763,61.02,66.94,100.91,67.47,77.0909,81.86,39.99,15.61,52.81,75.2815,54.9079,86.4224,53.3731,61.3852,101.2052,77.96,166.67,145.0632,73.4225,49.3208,17.7324,47.11,17.4531,3.85,56.4739,24.67,32.924,51.9313,85.8252,63.6906,64.2886,104.73,62.4971,75.5232,19.3069,29.8
2014-03-12,241.49,70.4375,370.64,605.5192,70.8799,54.5,34.1997,61.52,68.82,102.63,68.06,76.7684,81.19,39.9,15.52,52.34,75.7068,54.6469,86.1443,53.3731,61.4984,101.6463,77.6948,168.82,144.3799,72.7631,49.9823,18.0847,46.8072,17.5008,3.91,57.5302,24.84,33.1134,52.201,86.1486,63.806999999999995,63.6204,106.69,62.3685,75.8307,19.8167,29.98
2014-03-13,237.79,69.6552,371.51,596.3709,68.83,53.57,33.8601,59.06,67.74,101.21,67.08,76.0285,78.3,39.6,15.38,50.47,74.0446,53.361000000000004,84.095,52.1708,60.4715,100.9405,76.5201,159.2,143.2232,71.1735,49.3115,17.5007,46.3975,16.9468,3.86,57.0749,24.11,32.914,51.2165,84.931,61.9811,62.2275,103.21,61.4371,74.4796,20.0572,29.71
2014-03-14,230.97,68.8729,373.74,588.2158,67.72,51.92,33.6904,58.16,66.18,100.91,67.19,75.8008,75.85,39.49,15.27,50.47,73.774,53.3586,83.6128,52.0706,60.9405,100.0935,76.6433,164.72,141.0232,71.6973,49.004,17.3524,46.2282,17.0232,3.85,57.0749,23.96,33.4323,51.4244,84.3507,62.3749,61.2676,102.95,60.6414,74.6101,20.2015,29.6
2014-03-17,233.98,69.142,375.04,597.8956,68.7399,52.05,34.0031,58.32,66.99,101.57,68.17,76.4079,75.69,39.75,15.58,51.28,75.2139,54.0861,84.6235,52.5351,61.6683,100.1023,77.3253,159.72,142.2032,71.878,49.6282,17.5934,47.1279,17.0232,3.8,57.7396,23.93,33.7414,51.0995,85.0927,62.9836,60.9194,104.53,60.3885,75.84,20.6152,30.1
2014-03-18,240.04,69.7536,378.77,607.5053,69.19,51.13,35.3436,59.63,68.46,104.25,68.52,76.5123,75.83,40.37,15.7,52.43,76.2673,54.7218,84.9295,52.0797,61.3852,100.4464,77.9695,161.96,143.0065,72.0948,51.0816,17.9549,47.8226,17.4244,3.89,58.3588,24.49,34.3793,52.9159,86.1201,63.986000000000004,62.0487,105.2,60.0357,76.3991,20.4889,30.24
2014-03-19,235.84,69.7353,373.23,601.4817,68.24,51.24,35.0934,58.43,67.44,102.05,67.63,76.0854,73.65,40.42,15.64,51.05,75.6778,54.0958,84.1321,52.526,61.2235,99.5641,76.5486,161.6,144.8465,72.0315,50.7648,18.0476,47.7246,17.7253,3.98,58.8983,23.98,33.8809,52.6917,85.654,64.0128,60.2041,103.76,60.0128,75.0294,20.4307,30.23
2014-03-20,234.91,69.3992,368.97,600.4335,66.97,50.12,36.0406,59.12,66.6,100.15,68.49,76.5407,73.89,40.57,15.74,51.61,75.7744,53.6124,85.0222,53.4824,62.202,99.8377,76.7001,161.345,145.6699,72.3386,52.5722,18.715,49.0474,17.7396,4.05,59.7213,24.01,34.4192,52.0451,85.8918,64.8542,59.6206,103.36,60.6099,75.2996,20.3142,30.245
2014-03-21,228.89,69.9466,360.62,593.3516,67.24,50.92,35.8887,57.03,62.56,97.1,67.14,75.355,73.46,40.11,16.12,50.04,73.4357,53.986999999999995,84.8646,52.608000000000004,62.6306,100.4288,76.3307,152.6,142.9632,72.6367,52.5163,18.6964,48.5441,17.711,4.04,58.431999999999995,23.66,34.7381,49.8722,84.8606,64.9616,60.6841,101.51,57.9985,74.87100000000001,20.1782,29.75
2014-03-24,220.17,70.7762,351.85,580.7577,64.1,48.77,36.1926,56.36,61.54,95.58,65.24,74.7574,73.92,39.38,15.9,49.74,74.7887,53.3538,84.3917,52.6809,62.299,100.0229,75.194,150.94,140.6892,71.9502,52.5443,18.6316,48.5441,17.625,4.05,57.7553,23.48,34.0803,47.8695,84.1169,64.4067,61.0699,97.58,54.1285,74.0696,19.8976,29.0
2014-03-25,220.44,71.5375,354.71,581.154,64.89,47.88,36.0496,56.65,59.21,94.42,65.81,74.6246,74.33,38.99,15.58,49.78,72.7496,52.7858,84.2341,52.3074,61.8947,100.51700000000001,74.5119,147.89,140.9685,71.7786,52.7213,18.8726,48.8113,17.625,4.05,58.5234,23.53,33.4224,47.635,84.3934,64.35300000000001,60.9382,96.48,52.9771,74.1255,19.9937,29.29
2014-03-26,212.96,70.8536,343.41,567.7376,60.385,44.43,35.5581,55.21,57.55,92.59,63.9,73.7234,74.0,37.95,15.35,48.68,71.2324,52.1284,83.1399,51.6517,60.6655,99.2465,74.0667,139.99,141.5532,71.2367,51.3797,18.4091,48.3392,17.2238,4.05,57.4352,22.83,32.0667,46.111000000000004,83.3065,63.5027,62.4063,92.71,53.1828,73.2589,19.9937,28.57
2014-03-27,207.32,70.5491,338.47,558.8652,60.97,46.32,35.1738,55.97,59.01,90.9,64.53,73.5906,75.69,38.35,15.07,48.28,70.8748,52.1502,83.4459,51.9887,59.776,98.8407,73.6783,142.97,142.8699,71.0651,50.7369,18.2515,47.7959,16.9945,3.91,57.4078,22.24,31.6979,46.5279,82.8383,62.1601,61.1735,89.95,52.0257,73.1285,19.6636,28.48
2014-03-28,212.37,70.4703,338.29,561.8093,60.01,47.3,36.0138,55.75,57.91,90.76,64.88,73.7709,76.13,38.18,15.4,48.34,70.7589,51.2607,83.8817,52.3803,59.7032,98.5142,73.1005,142.02,144.9965,71.1012,50.7648,18.7057,47.9562,17.0996,3.88,58.623999999999995,21.91,31.5185,44.8443,83.0013,62.4242,64.1192,90.05,51.2671,73.6037,19.8578,28.53
2014-03-31,208.45,70.4546,336.365,558.9805,60.24,46.67,36.6304,57.09,59.92,91.43,65.74,73.7329,77.02,38.41,15.54,49.18,72.1891,52.1719,83.48299999999999,52.9996,59.8569,98.5319,74.85300000000001,148.66,145.9965,71.4715,51.24,18.9235,48.3392,17.1092,4.01,58.8983,23.66,31.8076,46.3976,83.5925,62.7573,63.3381,90.59,50.2899,74.6101,19.8481,29.01
2014-04-01,216.97,71.0991,342.99,569.2021,62.62,46.98,37.0147,58.8,62.53,95.28,65.93,74.8333,77.74,38.6,15.49,50.07,72.2954,51.8916,84.5401,53.8103,58.7571,98.6907,75.6392,155.86,164.5332,71.6973,51.8176,19.1136,48.9716,17.8161,4.07,59.4836,24.44,32.0468,47.3713,85.0609,63.1085,65.7097,95.55,52.0985,76.0078,20.0908,29.47
2014-04-02,230.29,71.2172,341.96,569.3074,62.72,45.73,36.9522,58.15,61.27,92.17,65.48,74.9092,77.66,38.7,15.4,49.58,72.1891,51.8819,84.0393,53.9013,58.4417,98.4172,74.9098,156.57,172.8332,72.2122,53.0753,19.2711,48.5886,17.7014,4.06,59.1086,24.35,32.0069,47.0261,85.2802,63.0454,62.331,95.16,51.8399,76.1009,20.1734,29.13
2014-04-03,225.4,70.7237,333.62,571.5,59.49,44.05,36.6483,55.74,54.68,83.91,62.45,74.5392,77.45,38.64,15.19,48.31,72.0248,51.9665,84.5785,54.1473,58.3689,98.5495,74.4362,148.44,180.2098,71.7154,53.7368,19.3175,48.5975,17.8925,4.0,58.4594,24.0,30.8208,45.323,84.6032,62.6763,61.6723,91.3,50.6699,76.1196,19.6538,28.87
2014-04-04,212.225,69.8088,323.0,545.25,56.748999999999995,43.14,35.6296,54.41,52.32,80.68,61.32,73.2207,75.63,37.95,14.84,47.32,69.7538,50.1997,82.8959,53.1818,57.0913,97.6232,73.1763,138.57,168.5065,71.1012,52.1716,18.7706,47.3238,17.3384,4.01,56.5117,22.58,29.1063,43.4603,82.353,61.2176,60.6558,85.69,48.1871,74.9455,19.5373,28.6
