,QQQ,TSLA,AAPL,AMZN,GOOGL,FB,MSFT,CRM,NOW,WDAY,ADBE,INTU,ANSS,SNPS,CDNS,ADSK,MA,V,AXP,DFS,CME,COST,MORN,ILMN,ISRG,HD,LRCX,AMAT,XLNX,NVDA,AMD,AVGO,MU,OLED,XBI,MTN,NTES,TRIP,NFLX,DIS,ATVI,EA
2018-01-16,162.6296,340.06,173.58599999999998,1304.86,1130.7,178.39,86.8439,108.89,139.79,110.09,192.46,160.8971,153.39,89.27,44.28,111.98,161.382,119.6,98.8428,77.3866,148.3801,189.5538,95.7009,241.42,420.07,192.0146,186.2077,53.6329,72.3692,219.49900000000002,11.91,255.0604,42.92,197.9633,86.6513,216.7578,319.7802,35.89,221.53,108.9535,68.3577,111.92
2018-01-17,164.3845,347.16,176.453,1295.0,1139.1,177.6,88.6033,110.04,140.79,112.26,196.49,162.88,155.75,90.98,44.86,113.0,163.4006,121.1795,99.2566,77.3768,147.6489,190.30599999999998,97.4348,242.05,431.1,195.4478,200.575,56.4278,74.4195,224.0962,12.18,257.5407,44.26,203.0022,87.8288,219.6263,322.0836,35.9,217.5,110.2134,69.9992,113.14
2018-01-18,164.4143,344.57,176.6106,1293.32,1135.97,179.8,88.564,111.77,141.13,113.28,196.2,162.989,158.34,91.47,44.94,112.55,164.5541,122.3021,98.37,76.6808,148.3898,189.5341,100.1892,241.31,432.07,193.9904,200.9369,56.4868,74.8511,223.817,12.47,261.4066,43.99,205.1474,87.699,219.3433,319.8894,35.62,220.33,108.6877,69.4421,115.28
2018-01-19,164.9299,350.02,175.8225,1294.58,1143.5,181.29,88.4657,111.93,142.27,114.11,195.73,166.3004,161.54,92.61,45.6,115.29,165.8966,121.8948,96.5673,76.7788,150.4079,190.30599999999998,99.6245,243.55,433.23,196.9247,202.9712,56.4868,74.2723,229.4712,12.59,258.1027,42.75,203.2017,88.7268,225.8316,323.2254,35.45,220.46,108.855,70.2082,116.18
2018-01-22,166.6948,351.56,174.38400000000001,1327.31,1164.16,185.37,90.0483,112.89,143.9,115.3,197.84,167.2224,163.13,92.96,45.69,117.43,167.3385,123.5141,96.853,77.318,151.5485,192.3744,97.7915,245.19,433.94,199.9862,204.5947,56.5458,74.0075,233.0413,12.65,253.9558,42.88,198.562,93.686,226.1048,329.13300000000004,37.2,227.58,109.35700000000001,70.9344,117.99
2018-01-23,168.07299999999998,352.79,174.4234,1362.54,1176.17,189.35,90.3333,113.24,144.43,117.21,200.09,167.0142,161.85,93.38,45.75,118.73,166.2546,123.83200000000001,96.51799999999999,77.1709,150.3786,191.4243,97.9897,242.94,439.55,200.4166,210.3455,56.8706,74.1056,238.2468,12.94,254.7212,43.95,188.9332,95.6118,227.4512,332.181,36.3,250.29,108.6779,71.1831,117.67
2018-01-24,166.9823,345.89,171.6451,1357.51,1171.29,186.55,90.2547,112.85,145.44,115.87,197.78,166.112,161.54,92.84,45.38,116.9,166.0756,123.7327,97.8183,77.1905,151.1,192.2359,97.098,242.49,437.48,201.7077,205.1228,55.9751,72.0847,235.1454,12.71,248.8691,43.08,178.1071,94.135,226.9927,322.312,36.31,261.3,108.7664,69.7207,114.66
2018-01-25,166.9228,337.64,168.5811,1377.95,1182.14,187.48,90.756,111.96,145.54,115.32,197.51,166.3797,159.93,91.91,44.86,116.87,167.6467,124.3983,98.2025,78.7198,150.3006,195.9076,98.0095,243.39,449.81,200.8763,194.8731,54.8729,68.4157,235.6939,12.41,239.5969,43.01,167.8796,95.2027,227.9391,327.2366,36.49,269.7,108.8157,70.4569,114.5
2018-01-26,169.481,342.85,168.9752,1402.05,1187.56,190.0,92.4565,113.7,149.74,118.81,201.3,168.9772,163.96,92.96,45.8,117.78,169.387,125.4911,98.1434,79.3865,151.2658,196.8577,97.9699,244.83,440.24,202.6956,198.1201,56.2113,70.5739,242.6545,12.95,242.988,43.67,170.0748,95.98100000000001,224.29,333.5115,36.78,274.6,110.4299,72.1482,115.2
2018-01-29,168.658,349.53,165.4776,1417.68,1186.48,185.98,92.3189,113.3,147.09,116.52,198.23,167.7577,162.75,91.28,44.56,116.38,167.607,124.0208,97.9267,79.71,149.5987,196.2738,95.5226,241.78,436.34,200.4362,191.6651,54.4497,70.8094,246.1648,13.32,237.8335,43.29,162.4416,96.8192,219.5872,324.3672,36.33,284.59,109.7901,72.0785,117.65
2018-01-30,167.2699,345.82,164.5023,1437.82,1177.37,187.12,91.15899999999999,112.23,146.59,120.26,196.9,167.0538,161.68,91.32,43.98,115.02,166.2546,122.7392,97.2372,78.1512,149.4817,195.868,94.9925,241.18,427.84,197.3942,186.8825,52.5308,70.7603,242.0462,12.87,233.4832,41.67,163.8386,94.8235,216.3772,320.4951,34.9,278.8,108.3826,71.2428,118.7
2018-01-31,167.9639,354.31,164.9555,1450.89,1182.22,186.89,93.3903,113.91,148.87,119.89,199.76,166.459,161.65,92.61,44.86,115.62,168.0544,123.4148,97.9169,78.2297,149.6279,192.8594,95.2353,232.64,431.67,196.5041,187.3129,52.7768,71.6334,245.1177,13.74,240.3138,43.72,159.0491,93.1671,213.2453,317.8739,34.67,270.3,106.9652,73.7499,126.96
2018-02-01,166.5362,349.25,165.3003,1390.0,1181.59,193.09,92.6531,112.74,152.81,119.03,199.38,164.2283,163.4,91.38,42.23,115.57,171.9625,124.895,98.5079,79.0335,154.9216,191.4738,95.6712,230.29,425.92,195.52599999999998,184.9558,52.4323,71.1135,239.8324,13.25,231.3613,42.49,154.6588,93.4066,219.0799,313.8032,34.62,265.07,108.7566,72.9739,128.18
2018-02-02,163.2145,343.75,158.1279,1429.95,1119.2,190.28,90.2154,110.78,149.76,117.49,195.64,162.0174,160.29,90.16,41.1,111.64,169.5958,120.1166,95.2374,77.416,155.1166,189.0194,94.2841,220.18,416.96,189.7258,175.1266,49.8737,69.2986,232.8718,12.45,228.1543,40.82,155.5069,91.6903,212.6794,315.1336,34.35,267.43,106.9947,71.0538,124.53
2018-02-05,156.7796,333.13,154.1772,1390.0,1062.39,181.26,86.4998,107.65,147.39,114.75,190.27,156.297,156.02,87.62,39.29,109.18,163.6691,115.507,90.6371,73.4065,150.0959,180.8842,91.7477,213.0,399.01,179.1034,166.6079,47.5414,65.6983,213.1068,11.57,221.0039,39.4,146.3272,88.1481,207.4497,310.219,35.62,254.26,103.0574,67.6314,121.64
2018-02-06,160.934,333.97,160.6205,1442.84,1084.43,185.31,89.7731,109.57,149.02,116.07,194.47,159.4893,157.1,87.45,39.58,112.62,168.3329,119.1827,92.7747,74.6417,153.6933,183.1011,93.1843,220.8,408.33,186.8599,174.4224,49.4506,68.0233,224.9538,11.65,232.9018,43.88,155.1078,90.8522,206.7863,311.5991,40.84,265.72,104.5044,69.3426,123.13
2018-02-07,158.8518,345.0,157.1821,1416.78,1055.41,180.18,88.0824,110.05,153.17,117.77,192.34,159.9057,155.03,85.85,38.57,110.54,167.78599999999997,118.8648,92.2132,75.1221,155.916,181.2999,92.9465,221.2,399.53,187.1044,167.8598,47.9154,66.0316,228.1649,11.6,229.9952,42.01,149.7197,91.2214,209.0401,306.7936,41.05,264.56,103.1165,69.1038,123.05
2018-02-08,152.1492,315.23,152.857,1350.5,1007.71,171.58,83.5608,104.03,140.1,110.97,185.16,151.439,148.84,82.62,36.82,104.81,159.7213,113.1128,87.0219,70.9753,149.19899999999998,176.7671,89.6571,209.54,381.87,177.2547,158.6663,45.0221,61.9397,216.9162,11.22,222.4281,40.0,139.4923,86.6314,201.05900000000003,287.5421,40.05,250.1,99.76,65.4925,116.54
2018-02-09,154.7767,310.42,154.719,1339.6,1046.27,176.11,86.6768,106.98,145.16,112.96,187.99,155.71200000000002,150.41,84.34,37.68,105.94,164.2757,115.5567,90.3515,72.6516,152.9134,178.8554,91.4702,217.19,392.91,180.0913,162.2263,47.3151,64.4639,231.4358,11.31,228.1736,40.41,143.0345,86.8309,200.9614,289.5476,38.31,249.47,101.4727,66.7361,120.64
2018-02-12,157.5232,315.73,160.9509,1386.23,1054.56,176.41,87.6106,108.55,147.24,115.63,192.15,158.0121,153.74,85.33,38.6,108.38,167.24900000000002,117.6926,93.287,74.4554,156.111,179.1919,94.0166,221.03,398.51,180.0326,169.1508,48.7125,64.2075,227.39700000000002,11.68,236.7968,42.19,147.6243,88.5971,205.6252,292.7943,37.71,257.95,101.76799999999999,67.9697,122.22
2018-02-13,158.3363,323.66,162.5633,1414.51,1054.14,173.15,88.2986,107.69,147.55,116.63,193.48,157.9923,154.2,85.5,37.9,109.79,169.1682,117.5734,93.1491,74.9946,156.1403,182.25,94.0364,220.44,402.0,179.7,168.7694,48.7617,64.3751,231.9842,11.78,238.2114,42.63,145.7784,89.116,207.3424,297.9671,39.88,258.27,102.4865,67.6812,122.28
2018-02-14,161.3009,322.31,165.5605,1451.05,1072.7,179.52,89.6748,109.02,147.74,120.71,197.13,162.4933,157.7,86.62,38.63,109.92,171.5548,120.0371,94.7942,76.0828,158.0803,185.417,96.4539,223.11,409.89,180.6488,178.9898,51.1333,65.9231,240.7498,12.2,239.9554,43.45,158.7997,91.4509,207.1278,303.8647,40.72,266.0,102.959,69.2929,123.77
2018-02-15,164.2953,334.065,171.1198,1461.76,1091.36,179.96,91.5016,113.12,152.54,124.31,202.97,167.8569,162.41,88.93,39.07,113.52,173.7126,121.6862,95.1192,77.0239,160.966,189.9992,95.1857,229.13,418.56,181.2161,181.6305,53.1311,66.2781,245.8157,12.19,243.9956,43.5,161.6434,92.5285,208.9913,307.3595,42.4,280.27,103.5299,71.6209,126.48
2018-02-16,163.5616,335.49,170.5658,1448.69,1095.5,177.36,90.8499,112.86,154.03,124.01,201.56,170.2165,164.14,89.07,39.16,112.95,174.6672,121.2583,95.3458,77.965,158.3046,190.0786,95.6613,229.2,415.98,182.8789,183.7822,54.1545,66.1499,243.1631,11.82,241.1471,44.21,154.6089,92.2691,210.7866,305.2448,43.32,278.52,104.8587,69.8301,126.02
2018-02-20,163.8888,334.77,169.9921,1468.35,1103.59,176.01,91.5609,114.35,156.76,126.02,202.98,172.0803,167.81,89.76,40.17,114.27,174.3689,121.4175,95.7398,78.063,159.2502,186.6652,95.7604,226.57,421.76,182.6246,189.1907,55.857,68.2205,248.3886,12.02,241.8544,44.9,160.7454,90.6326,210.7475,308.5708,42.65,278.55,104.3174,70.4768,126.34
2018-02-21,163.4228,333.3,169.2205,1482.92,1113.75,177.91,90.3463,114.48,157.58,125.67,202.09,171.8325,163.54,88.46,39.26,112.37,171.3559,119.8452,96.0452,77.3866,157.7196,184.3135,94.5615,227.91,416.56,179.0545,185.0732,55.3345,67.5007,240.8396,11.72,240.8855,44.54,155.2575,90.8522,210.8549,304.5597,42.37,281.04,103.4019,69.86,124.9
2018-02-22,163.4029,346.17,170.6351,1485.34,1109.9,178.99,90.5833,113.0,156.05,124.36,202.61,170.6229,160.94,84.38,38.8,112.39,171.9823,119.7954,95.8974,76.5595,156.501,185.14700000000002,94.7002,226.74,419.79,181.4117,184.2223,55.2753,67.9641,241.6274,11.84,241.5928,44.25,154.559,90.9719,206.5521,307.6053,41.65,278.14,103.589,69.1337,124.61
2018-02-23,166.7444,352.05,173.6026,1500.0,1128.09,183.29,92.8841,114.96,160.4,127.33,209.74,170.3057,160.89,85.24,39.74,115.03,174.7766,122.333,97.3258,78.2039,159.9034,188.3421,94.0364,233.84,427.51,184.2287,188.8582,56.202,69.0684,245.3992,12.07,245.8171,46.53,130.113,92.3389,205.5959,309.7922,42.3,285.93,105.5674,71.7005,127.1
2018-02-26,168.9555,357.42,177.0351,1521.95,1143.7,184.93,94.2271,116.65,160.57,127.8,212.15,171.1881,161.67,85.47,39.89,116.92,176.8748,123.985,100.1234,79.1984,162.7111,191.3189,94.6309,233.43,432.0,184.3363,194.0711,57.9765,70.4883,246.0478,12.42,245.0808,47.98,131.2854,92.9875,206.8838,306.7305,41.45,294.16,108.0873,72.7849,128.57
2018-02-27,166.8634,350.99,176.4614,1511.98,1117.51,181.46,93.0224,116.47,163.34,128.21,208.82,168.888,161.34,84.94,39.39,116.12,174.9457,122.7709,98.0942,78.3417,162.5064,188.6299,93.6995,229.73,430.98,180.9325,189.22,56.8231,70.439,245.52900000000002,12.53,243.9762,48.58,129.7637,91.8899,204.269,294.5531,39.73,290.61,103.2248,72.2377,125.8
2018-02-28,165.7925,343.06,176.1943,1512.45,1103.92,178.32,92.5978,116.25,161.01,126.67,209.13,165.4279,159.94,84.67,38.77,117.47,174.7766,122.34299999999999,96.0551,77.6229,161.9897,189.4237,92.5898,228.02,426.45,178.2818,187.6454,56.7738,70.2516,241.4777,12.11,238.7927,48.81,129.5143,90.1637,200.8639,291.6107,40.08,291.38,101.5416,72.755,123.7
2018-03-01,163.0857,330.93,173.1081,1493.45,1071.41,175.94,91.6893,119.43,159.57,123.95,206.03,162.9295,158.74,84.53,38.23,114.74,172.5193,119.8153,93.7204,74.0584,158.1876,187.5681,91.6288,224.54,412.13,175.7093,185.8947,56.2612,69.8079,231.7088,11.9,235.7407,47.62,125.2736,89.3255,202.425,284.851,39.76,290.39,100.9609,71.6408,122.17
2018-03-02,164.5829,335.12,174.305,1500.25,1084.14,176.62,91.8868,121.92,166.67,131.28,209.79,167.3909,162.63,85.77,39.29,116.28,174.0408,120.1835,94.1736,74.6787,162.0872,187.8658,92.2926,229.19,417.39,174.5551,190.2567,57.2076,71.2179,236.0295,11.81,243.0655,49.11,123.27799999999999,91.7602,203.58599999999998,286.9982,39.69,301.05,101.3743,73.6305,125.09
2018-03-05,166.4073,333.35,174.9084,1523.61,1094.76,180.4,92.4694,122.5,168.3,132.92,211.16,168.7194,163.21,86.06,39.5,118.87,177.5311,121.2881,95.2177,75.8899,164.2612,189.9992,93.7887,230.88,424.25,177.7634,194.3351,56.8132,71.7799,235.1414,11.91,239.2965,52.03,120.1849,93.1771,206.5033,293.0322,41.97,315.0,101.7877,74.7149,126.1
2018-03-06,167.1112,328.2,174.76,1537.64,1100.9,179.78,92.1534,124.48,171.07,135.95,212.01,168.0056,163.77,86.26,38.98,119.87,176.5367,120.4721,94.6365,75.6339,165.3336,189.9794,94.0859,235.76,426.5,177.6656,203.8612,59.1398,72.9434,241.6374,11.76,243.1527,53.74,121.8811,93.4465,208.3864,298.9171,42.38,325.22,103.2937,73.541,124.55
2018-03-07,167.4979,332.3,173.1377,1545.0,1115.04,183.71,92.6866,125.33,173.06,137.58,216.86,169.1953,165.37,86.74,39.37,137.7,178.2073,121.2583,94.213,75.4566,164.3489,185.9111,93.6401,241.2,430.46,175.68,207.5866,58.5779,72.9039,241.3181,12.24,239.3643,53.97,124.3257,94.624,211.5379,304.5038,42.58,321.16,101.9648,73.6902,127.17
2018-03-08,168.42,329.1,175.0271,1551.86,1129.38,182.34,93.2495,126.36,172.99,136.94,216.4,169.9984,168.0,88.64,39.3,137.29,178.2471,121.6265,95.1488,75.9194,164.8949,184.25400000000002,93.96700000000001,243.52,432.36,175.0504,208.567,58.5286,74.6294,240.6595,11.97,239.2674,55.22,124.5752,94.7836,222.9729,311.5915,42.45,317.0,102.3979,76.4162,128.82
2018-03-09,171.6921,327.17,178.0342,1578.89,1160.84,185.23,95.3331,127.41,172.76,137.62,221.11,175.6494,171.18,89.73,39.68,139.36,182.2148,123.9054,97.5721,77.2192,167.8122,187.1216,96.3747,250.12,440.46,179.2018,220.5375,60.7368,75.1323,244.8005,11.7,245.885,54.59,131.7593,96.2404,221.4703,310.677,43.03,331.44,103.087,77.8189,128.49
2018-03-12,172.6043,345.51,179.7554,1598.39,1165.93,184.76,95.5602,126.78,174.43,139.07,220.94,175.8081,169.94,89.09,39.7,138.37,181.5187,123.6367,96.2127,76.9533,165.6193,187.9055,96.8403,253.17,438.95,176.7916,224.1649,60.1059,75.9901,249.22099999999998,11.52,254.6631,59.37,128.1174,96.7693,217.9871,312.4265,43.17,321.3,103.5201,76.4659,128.12
2018-03-13,170.2544,341.84,178.0243,1588.18,1139.91,181.88,93.2298,126.73,173.96,137.34,219.76,176.1551,167.75,88.48,39.17,136.0,179.9973,122.6017,93.947,76.1459,161.3413,186.0103,97.3159,253.54,440.22,175.4537,219.5767,58.843999999999994,75.0731,247.1754,11.64,253.0935,59.43,125.9721,95.7315,215.987,309.7723,42.28,315.88,102.1027,75.5407,126.57
2018-03-14,170.2246,326.63,176.5109,1591.0,1148.89,184.19,92.6768,127.99,175.34,138.79,218.44,175.7684,166.95,87.82,38.83,136.19,179.1122,121.9847,93.1195,75.2892,159.5204,183.2022,96.5827,251.79,440.77,174.52900000000002,218.2728,59.3764,74.9449,248.2032,11.36,252.4831,59.78,125.583,95.3125,217.6359,312.3072,44.05,321.55,102.27,73.8394,127.97
2018-03-15,170.0759,325.6,176.7186,1582.32,1150.61,183.86,93.0026,127.22,173.83,136.42,218.87,176.4029,167.36,87.83,39.08,136.72,179.9376,122.8107,92.9816,74.2159,161.9091,184.0754,97.4051,251.61,441.95,175.1783,218.7042,59.4257,74.7675,248.8019,11.46,259.43,58.84,123.3368,93.8257,220.0848,323.6496,43.74,321.09,101.6203,73.0037,129.12
2018-03-16,169.5702,321.35,176.0954,1571.68,1134.42,185.09,93.4174,125.97,169.98,135.33,225.55,177.0572,166.31,88.13,38.59,135.75,181.5286,123.9253,94.1834,75.368,161.6448,184.4326,97.0781,253.91,435.86,176.0538,217.567,58.5976,74.9646,249.9394,11.47,246.9411,60.58,123.7861,93.4256,221.3825,325.0015,43.77,318.45,101.2561,71.3125,128.52
2018-03-19,165.9576,313.56,173.4048,1544.93,1100.07,172.56,91.7288,124.98,169.81,131.6,222.18,174.2317,164.96,86.61,38.23,134.31,179.5697,122.6117,93.4249,74.8756,160.09799999999998,182.7259,96.7809,248.73,426.86,174.22400000000002,213.3121,57.6709,73.9491,240.4799,11.43,237.3297,60.14,108.8119,91.7482,222.16299999999998,316.0648,42.72,313.48,99.88799999999999,70.6857,125.44
2018-03-20,166.5039,310.55,173.3455,1586.51,1095.8,168.15,91.9658,125.12,172.11,133.08,229.75,176.62099999999998,165.49,86.71,37.96,134.6,181.4889,124.3034,93.5333,74.2061,160.7246,185.9011,97.0187,252.65,430.19,175.2668,214.8317,58.3906,75.1224,249.0414,11.11,234.8202,61.15,115.7749,91.9679,224.895,312.7446,41.78,317.5,99.76,71.0041,126.85
2018-03-21,165.7789,316.53,169.4184,1581.86,1094.0,169.39,91.3239,121.7,173.19,133.43,226.85,175.1438,166.41,86.59,38.35,135.54,179.7387,122.6216,93.3264,73.7137,161.0378,184.63099999999997,97.0088,246.84,424.99,175.1291,219.8807,59.9186,74.6097,248.0236,11.26,240.0426,61.07,114.7517,92.8965,224.1144,317.874,41.59,316.48,100.2226,71.2428,126.0
2018-03-22,161.687,309.1,167.0245,1544.92,1053.15,164.89,88.6675,118.04,168.76,131.22,220.52,173.3295,162.41,84.8,37.39,131.41,174.53799999999998,119.4073,90.0461,70.7892,156.7892,181.2276,94.4426,241.12,413.9,172.4434,210.6062,58.1244,72.9039,241.328,10.91,237.6714,58.92,110.0099,90.1208,222.407,300.7164,40.11,306.7,99.0218,69.4023,122.98
2018-03-23,157.4264,301.54,163.1568,1495.56,1026.55,159.39,86.0901,114.43,164.77,127.64,215.02,168.4121,157.74,82.36,36.38,128.02,170.8686,116.4318,89.1004,68.9971,154.7921,179.4415,93.1447,235.36,399.15,169.0101,198.6553,54.5951,70.8629,232.4672,10.63,236.6078,54.21,105.0684,88.4633,218.192,293.907,40.04,300.94,96.9941,67.6911,121.44
2018-03-26,163.2761,304.18,170.9022,1555.86,1054.09,160.06,92.6076,118.97,171.45,131.74,228.91,173.0321,161.01,84.22,37.46,134.22,176.1787,120.0542,91.238,70.6907,158.3065,185.7721,95.6712,242.28,415.12,173.5157,210.7435,57.6413,73.1603,243.9524,10.44,241.7307,55.56,107.1648,90.9095,222.8167,295.6168,41.94,320.35,99.071,69.7207,126.44
2018-03-27,157.9925,279.18,166.5201,1497.05,1006.94,152.22,88.3515,113.81,162.82,126.44,213.8,171.7631,157.05,82.89,36.4,128.31,171.5548,116.8299,90.0559,69.1546,155.6536,181.7336,94.7399,237.37,405.22,171.8433,198.6455,54.6543,71.07,225.0333,10.0,238.452,52.4,105.1183,87.0255,218.82,279.0953,40.33,300.69,97.8012,65.9501,119.98
2018-03-28,156.175,257.78,164.6802,1431.42,1005.18,153.03,88.2725,112.88,159.68,123.77,212.54,169.463,154.87,82.3,36.14,124.55,169.3969,116.4219,90.8341,69.2038,155.4969,182.1901,93.96700000000001,234.99,402.39,171.922,192.3613,53.2938,70.3502,220.8723,9.81,230.9483,51.49,99.4282,86.8758,219.7038,272.9122,40.61,285.77,96.9941,65.97,119.33
2018-03-29,159.0353,266.13,165.9661,1447.34,1037.14,159.79,90.12899999999999,116.3,165.45,127.11,216.08,171.8622,156.69,83.24,36.77,125.58,174.18,119.0391,91.8882,70.8286,158.3359,186.9728,94.6408,236.42,412.83,175.3455,199.1749,54.8219,71.2278,231.0902,10.05,229.9432,52.14,100.8257,87.5947,217.7103,278.7275,40.89,295.35,98.8643,67.46,121.24
2018-04-02,154.4469,252.48,164.878,1371.99,1012.63,155.39,87.4134,115.3,161.62,125.24,212.28,168.422,153.87,80.77,35.85,122.75,170.6399,117.8151,89.6422,68.5146,154.3809,181.3367,93.8779,229.93,400.89,170.0922,190.0672,52.1404,68.0726,220.5729,9.53,222.1662,50.06,97.3817,83.7206,215.3241,274.2244,39.12,280.29,97.1122,65.09,118.72
2018-04-03,156.1849,267.53,166.5695,1392.05,1018.68,156.11,88.5885,116.49,161.77,125.01,215.93,169.0069,156.07,81.64,36.31,124.84,171.505,118.6212,91.3562,69.5189,157.1905,181.1978,94.4525,229.94,403.47,170.9382,194.0867,53.215,68.7233,224.8637,9.55,231.0458,51.55,97.4316,84.2199,218.9378,269.6119,40.01,283.67,97.8603,65.48,119.51
2018-04-04,158.648,286.94,169.7547,1410.57,1029.71,155.1,91.1758,119.48,164.69,126.04,225.05,171.5648,157.92,82.74,36.68,127.5,172.7182,119.2282,92.1837,70.5923,157.1122,184.0853,94.8488,237.77,401.92,174.5585,197.7142,54.7726,70.1432,225.7517,9.77,231.2508,53.39,100.5263,87.0854,221.5696,275.3179,41.42,288.94,99.3663,66.27,120.11
2018-04-05,159.5517,305.72,170.9318,1451.75,1032.64,159.34,91.2251,119.04,165.77,126.0,223.54,170.3553,157.79,82.96,36.98,128.02,174.8164,120.6015,93.1392,71.0255,159.5596,184.8096,96.7314,236.37,406.12,176.22099999999998,191.1946,53.5206,69.7093,220.9022,10.02,230.5872,49.84,101.1502,85.3381,224.7906,276.4213,41.37,293.97,100.5081,66.53,121.23
2018-04-06,155.5592,299.3,166.5596,1405.23,1009.95,157.2,89.102,116.1,162.94,122.58,218.61,166.2409,153.51,81.39,35.9,125.75,168.9991,117.1284,90.875,69.2629,154.9291,182.5374,95.5095,228.17,396.55,171.61700000000002,186.9103,51.5982,65.37100000000001,213.7876,9.61,223.3274,48.46,98.1304,82.7721,219.8413,271.1229,40.15,288.85,98.7757,64.56,118.36
2018-04-09,156.6517,289.66,168.2116,1406.08,1020.09,157.93,89.6353,117.19,162.89,123.29,219.17,168.3229,154.35,81.75,36.25,127.57,169.6365,118.2131,91.1024,69.5879,155.8298,182.9839,95.5195,230.18,405.65,169.7085,189.3319,52.2686,65.795,214.9451,9.53,229.0552,47.96,98.7294,84.9787,221.05900000000003,278.8468,39.8,289.93,98.1359,65.77,118.86
