,QQQ,TSLA,AAPL,AMZN,GOOGL,FB,MSFT,CRM,NOW,WDAY,ADBE,INTU,ANSS,SNPS,CDNS,ADSK,MA,V,AXP,DFS,CME,COST,MORN,ILMN,ISRG,HD,LRCX,AMAT,XLNX,NVDA,AMD,AVGO,MU,OLED,XBI,MTN,NTES,TRIP,NFLX,DIS,ATVI,EA
2017-01-20,121.1012,244.73,116.3467,808.33,828.17,127.04,60.3294,76.03,83.4,81.78,110.71,114.8782,93.3,60.77,25.94,81.67,108.5972,80.7334,73.9332,67.4233,108.8234,154.4058,74.0184,159.74,218.9164,129.6465,108.5733,33.0032,55.7199,103.3227,9.75,181.5558,21.96,58.8605,62.8441,158.7348,237.6863,51.85,138.6,104.3364,38.5378,80.12
2017-01-23,121.1995,248.92,116.4243,817.88,844.43,128.93,60.5409,76.16,83.25,82.08,110.97,114.8782,93.51,60.83,25.67,81.54,108.2712,81.0392,73.7101,66.5397,108.4316,153.2494,73.8029,160.89,218.3431,132.00799999999998,108.9791,32.9154,55.6526,104.3955,9.91,181.4798,21.89,61.4023,62.0579,159.5666,243.8162,51.39,137.39,103.81299999999999,38.1027,79.88
2017-01-24,122.015,254.61,116.3176,822.44,849.53,129.37,61.0794,77.11,83.97,82.63,113.72,116.4969,94.48,62.41,26.23,82.0,108.5576,82.1046,75.1266,67.116,109.551,153.8699,74.1164,160.48,222.0164,131.9985,110.7863,33.1885,56.5696,106.6207,10.44,187.8933,22.85,63.9939,62.1375,161.6412,249.5637,52.13,140.11,104.5689,38.6664,80.51
2017-01-25,123.2432,254.47,118.1695,836.52,858.45,131.48,61.2332,78.47,86.36,84.73,114.25,117.73299999999999,94.95,62.68,26.26,82.65,108.8243,82.7655,74.6027,66.4725,112.079,154.3118,74.91,161.07,233.3331,131.4439,112.9896,33.5688,57.1889,107.0777,10.35,192.3876,23.56,66.2866,62.4758,161.3831,246.7586,52.65,139.52,104.7046,39.1213,81.48
2017-01-26,123.37100000000001,252.51,118.2276,839.15,856.98,132.78,61.8006,77.95,89.48,84.1,112.88,116.2124,94.85,62.2,25.96,81.64,108.0243,82.1144,74.6415,66.607,112.6294,154.246,74.4691,160.13,229.1864,132.3809,110.4867,33.1397,55.0861,108.9254,10.52,193.9933,23.52,64.9409,62.3266,162.2435,247.1019,52.18,138.96,104.72399999999999,39.0323,81.7
2017-01-27,123.6068,252.95,118.2373,835.77,845.03,132.18,63.2526,78.21,90.09,84.77,113.99,116.3399,93.95,62.5,26.22,81.76,108.4786,82.6373,74.5639,66.3284,112.2282,152.3563,73.6167,160.99,230.4298,132.2566,114.2653,34.1735,56.1615,111.0314,10.67,195.4566,23.97,64.5422,63.1127,163.0657,248.0337,52.0,142.45,105.9257,39.1707,83.16
2017-01-30,122.6439,250.63,117.9271,830.38,823.83,130.98,62.6275,78.71,90.12,82.71,113.82,116.2811,93.48,62.62,26.12,81.16,107.9453,82.5682,74.9811,66.8759,112.3495,153.4751,74.0478,159.28,230.0431,132.3905,112.1006,33.4908,56.7473,109.2929,10.61,193.0907,24.18,62.9473,62.0181,163.0179,245.6798,52.25,141.22,107.5151,39.1707,83.84
2017-01-31,122.3982,251.93,117.6556,823.48,820.19,130.32,62.166000000000004,79.1,90.62,83.09,113.38,116.3301,93.26,62.89,26.03,81.34,105.0121,81.5916,74.1079,66.5397,112.9465,154.1332,74.6062,160.1,230.8964,131.5395,110.9989,33.403,55.8831,108.4585,10.37,189.5561,24.11,65.7882,64.5856,164.0027,249.0243,52.9,140.71,107.234,39.7641,83.43
2017-02-01,123.2432,249.24,124.8303,832.35,815.24,133.23,61.1371,78.58,89.7,82.38,113.36,115.4766,93.24,62.62,25.82,81.28,103.6986,81.3253,74.4766,66.0499,112.7786,152.1683,74.4201,161.58,232.3398,131.4057,113.7821,34.1637,55.1053,113.197,12.06,193.5373,24.75,66.137,64.6453,164.1748,248.9458,51.87,140.78,107.86399999999999,40.0212,83.0
2017-02-02,123.1351,251.55,124.617,839.95,818.26,130.84,60.7428,80.13,88.86,82.67,113.16,115.5944,93.85,64.18,28.93,82.76,103.8369,81.1872,74.234,65.368,113.1144,158.0817,74.9198,162.89,233.3864,130.9372,113.2892,34.076,55.8255,114.6274,12.28,193.8793,24.79,63.8444,64.7946,164.9779,251.0741,52.06,139.2,107.1953,40.0212,82.51
2017-02-03,123.4889,251.33,125.1503,810.2,820.13,130.98,61.2332,80.21,89.47,84.4,115.17,116.1241,95.17,64.9,29.13,84.41,105.259,84.916,75.7185,66.6166,111.8924,158.2415,75.2725,162.15,234.0431,131.922,113.6951,34.4368,55.9023,113.6241,12.24,195.8841,24.6,64.6917,65.6603,166.5458,250.1032,52.61,140.25,106.8948,39.5663,81.28
2017-02-06,123.6363,257.77,126.3234,807.64,821.62,132.06,61.1948,79.75,90.5,85.37,114.46,115.6532,95.05,65.17,29.38,82.82,105.2689,84.6694,75.505,66.5493,111.7618,157.0287,75.0569,162.52,234.9864,130.4974,113.2216,34.31,56.2288,116.5348,13.63,196.2642,24.34,64.4923,65.5509,166.6032,253.7027,51.96,140.97,106.1874,39.7443,81.52
2017-02-07,124.0882,257.48,127.5257,812.5,829.23,131.84,60.9928,80.21,90.66,86.05,114.96,115.251,95.26,65.2,29.38,84.5,105.2788,84.6201,75.408,66.0883,110.7544,157.4894,75.4194,162.85,234.7464,130.6504,113.0669,34.6611,56.0936,118.3427,13.29,195.6466,24.6,63.8943,65.0035,169.892,253.075,51.96,144.0,105.635,39.6059,82.21
2017-02-08,124.2946,262.08,128.0202,819.71,829.88,134.2,60.9063,80.7,90.09,85.8,116.13,114.3386,95.23,64.79,29.24,82.93,105.3973,83.9394,75.4856,65.7507,108.7395,158.7586,75.4586,162.96,234.2231,131.8264,111.9749,34.7196,56.2288,117.8262,13.56,196.5778,24.21,63.7447,65.5708,168.4292,260.4211,51.89,144.74,105.635,38.7554,81.48
2017-02-09,124.7466,269.2,128.9412,821.36,830.06,134.14,61.5986,81.03,92.3,86.0,116.44,113.8874,96.32,65.44,29.55,83.88,105.9701,84.4228,75.8543,66.5128,110.6145,161.1529,75.4684,163.14,235.1264,132.6199,112.1006,34.5343,55.9487,115.6109,13.42,195.105,24.45,63.5952,66.7451,170.5995,252.614,52.51,144.14,106.1099,39.2894,83.26
2017-02-10,125.1592,269.23,128.6491,827.46,834.85,134.19,61.5409,80.64,92.46,85.52,116.85,115.3,96.86,65.29,29.53,83.23,105.9405,84.7385,76.1454,66.3874,110.9876,162.1332,76.0954,163.04,235.1731,133.7099,112.0909,34.4466,56.0163,112.8691,13.58,195.27599999999998,24.05,63.6949,66.4266,170.0928,252.4767,52.0,144.82,105.887,46.7062,86.17
2017-02-13,125.8667,280.6,129.7884,836.53,838.96,134.05,62.2333,80.91,91.74,85.41,117.65,116.1535,97.17,65.98,29.82,84.28,106.93799999999999,85.2712,76.5626,67.1205,113.2264,162.0955,76.4579,163.84,236.8998,133.72899999999998,112.3518,34.5831,57.4648,107.6638,13.49,196.4067,23.9,64.592,66.6555,169.5765,255.7722,51.39,143.2,106.2649,45.1932,86.32
2017-02-14,126.2892,280.98,131.4729,836.39,840.03,133.85,62.4641,80.92,92.89,86.24,117.58,116.5852,98.36,65.84,29.92,84.54,107.5305,85.6756,77.0477,68.3456,112.8812,163.6697,76.4579,164.46,238.3064,135.1536,111.743,34.3588,56.7309,108.0611,13.26,195.0955,23.12,66.9345,67.6606,170.1884,251.2016,52.19,140.82,106.9239,44.4812,86.06
2017-02-15,127.0359,279.76,131.9501,842.7,837.32,133.44,62.4254,81.67,93.97,87.06,118.73,116.6931,99.46,66.26,30.1,84.36,108.3009,86.5191,77.2321,68.4131,113.9073,164.9611,77.1535,163.29,238.9131,135.9471,112.318,34.6123,56.895,108.2797,13.3,195.7226,23.02,70.1242,68.7752,170.9437,256.8216,52.7,142.27,106.7786,44.9756,87.95
2017-02-16,126.9966,268.95,131.7894,844.14,842.17,133.84,62.4157,80.82,91.85,85.5,118.93,116.9776,100.43,70.66,30.24,85.14,107.9453,86.3906,77.1448,68.336,113.6461,165.6681,77.8491,161.3,240.4898,135.3257,110.7186,34.31,57.5613,106.5412,12.97,197.8035,22.98,71.0711,68.3572,171.9667,292.9934,46.92,142.01,107.2922,44.8866,87.85
2017-02-17,127.5469,272.23,132.1545,845.07,846.55,133.53,62.5124,81.47,92.74,88.43,119.67,117.5858,100.27,70.51,30.2,86.4,108.0638,86.44,77.3388,68.7797,114.3831,165.7718,78.3096,163.37,241.5531,136.7216,111.0375,34.8854,57.9959,106.5214,13.13,199.9223,23.35,71.9184,69.1135,172.09099999999998,291.5418,47.06,142.22,106.6623,44.8273,87.3
2017-02-21,128.1757,277.39,133.1088,856.44,849.27,133.72,62.3867,82.18,93.18,88.64,119.63,117.5956,101.62,70.98,30.79,87.15,108.7947,86.8946,77.5911,68.7701,112.9185,166.7898,78.1137,162.15,244.0564,138.6529,113.8594,35.7754,58.1986,110.336,14.0,202.1457,23.77,71.3203,68.6757,174.6628,287.805,46.84,142.6,106.6138,44.8372,87.54
2017-02-22,128.2248,273.51,133.50799999999998,855.61,851.36,136.12,62.2609,82.08,92.98,88.22,119.47,117.164,101.08,71.26,30.86,86.38,108.0836,86.77600000000001,77.4843,68.6543,114.2805,166.3845,79.7498,162.3,244.0264,138.8728,114.5938,35.7069,57.7545,110.1671,14.28,203.4854,23.75,71.0213,67.4616,173.6207,298.2308,45.55,143.86,106.7204,44.7284,87.38
2017-02-23,127.7434,255.99,132.9433,852.19,851.0,135.36,62.5124,82.07,92.65,88.19,118.83,118.4099,104.15,71.22,30.78,87.1,109.3675,87.1516,77.6687,68.934,114.2898,165.7623,79.26,161.01,245.1164,138.3565,113.7724,35.3646,56.9144,99.9521,14.32,200.0838,23.48,67.2335,66.8147,172.2152,293.2484,43.46,142.78,106.3424,44.5801,86.65
2017-02-24,127.98899999999999,257.0,133.0698,845.24,847.81,135.44,62.5124,81.78,91.82,89.66,119.31,125.5812,104.5,72.06,31.29,87.55,109.6243,87.3987,77.3873,68.7025,114.3831,167.3742,80.0633,160.0,245.6198,139.542,114.7968,35.5016,56.9626,100.9169,14.12,199.8843,23.24,80.74,66.9142,174.6436,294.1703,42.62,143.25,106.9142,45.0449,86.54
2017-02-27,128.1462,246.23,133.3328,848.64,849.67,136.41,62.1352,81.54,87.75,90.19,118.78,123.4622,107.25,72.26,31.54,87.74,109.1996,86.9737,77.7851,69.098,114.579,167.4308,79.9654,166.82,244.6764,138.9206,115.28,35.6287,56.953,103.8511,15.2,202.6493,23.76,87.0198,70.1385,174.7392,295.9652,42.81,143.41,106.82700000000001,45.1833,87.0
2017-02-28,127.7532,249.99,133.3912,845.04,844.93,135.54,61.8933,81.35,86.92,82.93,118.34,123.06,106.76,71.44,30.9,86.3,109.09100000000001,86.9144,77.6784,68.6254,113.301,167.016,78.6035,167.4,245.6664,138.5477,114.5552,35.4233,56.7985,100.9368,14.46,200.4164,23.44,84.5777,69.8698,173.2191,299.2018,41.47,142.13,106.6913,44.6295,86.5
2017-03-01,129.1484,250.02,136.1176,853.08,856.75,137.42,62.821999999999996,83.81,88.89,84.95,120.35,122.1672,108.36,72.24,31.31,88.93,110.91799999999999,87.9522,79.4831,69.8408,118.4689,167.657,79.3089,168.8,247.0298,140.24,115.6472,36.0395,57.6289,102.2398,14.96,204.4165,24.55,85.2256,71.1237,175.4754,297.7576,41.47,142.65,107.61200000000001,46.6172,87.82
2017-03-02,128.5,250.48,135.3094,848.91,849.85,136.76,61.9223,82.67,86.34,84.0,119.9,122.7951,106.06,71.01,31.09,87.32,109.9502,87.4975,77.7172,68.5482,115.8943,167.7702,78.8289,167.72,247.5231,141.4542,114.4972,35.6874,57.3103,98.4701,13.9,206.4594,24.7,84.1789,70.258,174.4333,284.768,40.82,139.53,107.1759,46.1623,87.01
2017-03-03,128.7358,251.57,136.1079,849.88,849.08,137.17,62.1545,82.22,86.47,83.94,120.04,124.0508,106.3,71.03,31.1,85.32,110.3551,87.7545,77.5037,68.8762,115.71700000000001,160.493,78.3978,168.5,248.2631,141.3204,114.6325,36.059,56.7212,97.9031,13.03,207.438,25.57,83.6805,71.0043,176.0682,288.7928,41.74,139.14,107.8058,46.548,87.24
2017-03-06,128.4508,251.21,135.6794,846.61,847.27,137.42,62.1738,82.5,86.26,82.67,120.15,123.7074,105.54,70.75,31.01,82.94,109.9798,87.9027,77.1351,68.3167,115.71700000000001,157.1655,77.8393,166.69,245.2331,140.6702,114.8161,36.0493,56.7888,97.1472,13.04,207.077,25.71,81.4876,70.3873,175.0165,287.6218,41.6,141.94,107.2534,47.2798,87.14
2017-03-07,128.2347,248.59,135.8547,846.02,851.15,137.3,62.2996,82.97,87.06,82.8,119.98,123.0207,105.77,71.08,31.24,82.07,109.5848,88.0213,77.2127,68.471,115.2599,157.42,78.4958,165.58,243.3831,140.4599,113.9139,36.1568,56.7309,98.2115,13.05,208.3217,25.64,82.9828,69.2529,174.1847,287.425,41.31,141.43,107.4376,47.527,88.3
2017-03-08,128.4607,246.87,135.3484,850.5,853.64,137.72,62.8704,83.48,87.29,82.89,119.6,123.2169,105.99,71.35,31.33,83.46,109.6045,87.9225,76.6887,68.8376,115.5398,156.7036,78.2018,164.4,242.7031,141.3256,114.205,36.372,56.8757,98.0324,13.22,208.6827,25.38,83.1323,70.2679,173.8119,286.7952,43.83,140.32,107.4182,48.0413,89.0
2017-03-09,128.5589,244.9,135.0368,853.0,857.84,138.24,62.6188,83.28,87.83,82.23,119.91,122.3929,105.93,71.39,31.23,84.24,109.4169,88.0708,76.941,68.7701,116.1119,156.2606,78.0647,164.48,245.3398,141.037,114.0304,36.5578,56.8757,98.0125,13.33,210.9441,25.15,82.8333,70.6162,172.5116,286.6279,43.59,140.53,107.6023,48.4764,89.03
2017-03-10,129.0993,243.69,135.4847,852.46,861.405,138.79,62.8123,83.51,88.03,82.65,121.09,122.5695,106.47,71.83,31.4,86.12,109.8317,88.6835,77.0186,68.9919,116.0368,155.8835,78.7015,167.22,244.7198,141.2583,116.98899999999999,37.2815,57.5034,98.5894,13.91,215.0678,25.18,82.8333,71.1536,180.5903,284.7877,43.6,140.89,107.4957,48.6544,89.81
2017-03-13,129.3155,246.17,135.5431,854.59,864.58,139.6,62.5995,83.61,88.64,84.49,121.8,122.5793,106.83,72.09,31.67,86.69,110.1477,89.0591,76.8537,68.79899999999999,117.0684,155.1106,78.1627,166.91,244.6298,141.8162,118.7351,37.5945,57.9283,101.3048,14.28,215.1628,25.7,83.4612,71.283,178.8312,285.2305,43.51,143.52,108.0772,48.9511,90.73
2017-03-14,129.0011,258.0,135.3386,852.53,865.91,139.32,62.3093,83.51,87.47,83.96,121.44,121.9514,106.28,70.76,31.6,85.91,109.1206,88.5056,77.3194,69.262,116.7121,155.761,77.9569,164.83,246.6931,141.5565,118.6866,37.4282,57.6675,101.2352,14.1,213.1675,25.58,82.6635,70.4968,177.7126,284.827,42.26,143.19,108.8428,48.5357,90.9
2017-03-15,129.7969,255.73,136.77,852.97,868.39,139.72,62.6382,83.48,88.41,83.58,122.11,122.3046,107.06,70.25,31.58,88.4,110.6316,88.8713,76.8731,68.1334,116.984,156.9864,78.9562,165.95,248.8898,142.3164,120.4521,38.0639,58.2469,102.0011,13.98,214.6687,26.12,85.5054,71.9696,178.6973,282.2881,42.71,145.25,108.4164,48.6742,91.51
2017-03-16,129.7085,262.05,136.994,853.42,870.0,139.99,62.5318,83.52,88.8,85.04,122.35,121.9906,107.22,70.76,31.63,86.73,111.2736,88.9899,77.39699999999999,68.4903,116.984,157.4766,78.7407,159.46,247.8431,143.0667,122.1982,38.1911,57.9862,103.2543,13.65,212.2458,26.04,84.1593,71.1138,178.0472,278.7554,43.07,144.39,108.2613,48.5555,90.2
2017-03-17,129.6633,261.5,136.3124,852.31,872.37,139.84,62.7543,83.03,88.71,84.96,127.01,121.5688,107.29,71.14,31.86,86.22,111.4316,89.1876,76.8925,67.8247,116.8434,158.1836,78.4076,160.42,249.9431,143.9036,122.693,38.416,58.0152,105.5022,13.49,211.1195,25.8,85.2561,70.6955,180.6955,286.8542,43.27,145.11,108.3098,48.5852,89.59
2017-03-20,129.7815,261.92,137.7437,856.97,867.91,139.94,62.8123,82.9,88.11,85.5,126.31,121.0587,107.53,71.52,31.93,86.32,111.0168,88.1399,76.5044,67.4099,116.2244,157.8348,78.3684,163.49,250.0097,142.1721,123.0616,38.6996,58.2469,108.8641,14.4,211.1768,26.21,85.0068,70.9083,180.6286,289.4324,43.0,145.83,109.2304,48.4171,89.16
2017-03-21,127.8122,250.68,136.1663,843.2,850.14,138.51,62.1158,81.55,83.93,81.82,125.07,118.7533,106.42,70.61,31.51,83.64,109.3379,87.03299999999999,75.2237,65.2105,112.8013,157.2126,77.0556,163.5,248.6498,141.0274,120.5491,37.7314,56.8661,105.3431,13.82,206.1942,25.52,81.3672,67.4504,176.9286,278.1649,41.71,142.42,108.3001,47.6853,88.41
2017-03-22,128.6787,255.01,137.7048,848.06,849.8,139.59,62.9091,81.88,85.04,81.45,126.21,118.8219,106.64,71.07,31.78,84.6,110.0687,87.4876,75.3595,65.2684,111.9104,158.061,77.036,167.79,249.4364,141.7489,121.6453,37.9661,57.0399,107.4915,14.1,207.5305,26.06,81.9157,68.1074,178.9364,281.6288,41.4,142.65,108.6199,48.1402,88.74
2017-03-23,128.3538,254.78,137.2179,847.38,839.65,139.53,62.7543,81.52,84.4,81.47,126.87,117.7134,106.59,71.22,31.73,85.69,110.2168,87.8237,75.5244,65.0368,111.7791,157.3258,76.7812,167.69,248.7264,142.3549,121.5968,37.9955,56.8178,106.5168,13.79,206.99599999999998,26.47,82.863,67.8486,180.4565,281.7076,42.52,141.84,108.775,48.2391,88.61
2017-03-24,128.6196,263.16,136.9453,845.61,835.14,140.34,62.8607,81.61,84.81,82.95,127.7,117.4485,105.7,71.15,31.61,86.48,110.5921,88.1498,75.8737,64.8343,112.4262,156.4962,76.5069,170.58,252.6664,142.0855,123.6533,38.1128,56.615,106.8947,13.7,209.01,28.43,83.1621,68.406,179.2901,284.3744,42.69,142.02,108.678,48.5753,89.35
2017-03-27,128.8264,270.22,137.179,846.82,838.51,140.32,62.9768,81.61,84.87,82.92,128.25,116.2026,105.65,71.36,31.68,85.44,110.5526,87.9126,75.2916,64.4291,110.8882,156.6188,75.8995,172.29,255.7731,141.2775,123.9735,38.0053,56.1998,107.6706,13.7,209.0864,28.76,83.5111,69.4313,180.7844,284.6401,42.66,144.06,108.9106,48.7533,89.02
2017-03-28,129.6141,277.45,140.0223,856.0,840.63,141.76,63.1606,82.14,86.0,83.73,128.69,115.7611,106.19,71.96,31.38,85.47,111.07600000000001,88.0806,76.3006,65.4902,111.4321,157.2032,76.0464,170.81,254.8231,141.595,123.9249,37.9661,55.9777,107.1136,13.69,210.9,28.69,84.5581,68.9933,182.5727,284.7385,43.13,145.17,109.56,49.5049,89.74
2017-03-29,130.2147,277.38,140.3339,874.32,849.87,142.65,63.3347,82.38,87.61,84.58,129.58,115.6434,106.55,72.25,31.52,86.4,110.6711,88.1399,75.9222,65.2684,111.132,157.8254,76.5853,172.66,255.2264,141.4411,124.0511,38.015,56.026,106.7654,13.71,211.2436,28.5,84.4085,69.4114,182.1016,278.8046,43.65,146.47,109.056,49.8829,89.78
2017-03-30,130.4313,277.92,140.1489,876.34,849.48,142.41,63.5669,82.56,86.94,83.7,129.61,113.4263,106.77,72.21,31.35,86.32,111.2736,87.9719,76.8537,66.233,111.4602,158.259,76.3796,173.16,255.4197,141.3545,124.8465,38.0346,55.8908,108.8144,14.05,210.0314,28.97,86.4527,68.9336,182.6976,277.85,43.31,148.06,109.6859,49.9327,90.26
2017-03-31,130.3427,278.3,139.886,886.54,847.8,142.05,63.711999999999996,82.49,87.47,83.28,130.13,113.7893,106.87,72.13,31.4,86.47,111.07600000000001,87.8336,76.7567,65.9726,111.4134,158.0704,77.0066,170.64,255.4897,141.2391,124.5167,38.0444,55.9004,108.3469,14.55,209.0005,28.9,85.8544,69.0232,184.4955,279.4737,43.16,147.81,109.8895,49.6043,89.52
2017-04-03,130.2639,298.52,139.9249,891.51,856.75,142.28,63.4121,82.31,86.22,82.32,129.59,113.9658,106.79,72.2,31.15,85.39,110.8489,88.3178,76.2521,65.5481,110.1942,157.1372,75.5664,170.75,254.9031,141.037,124.5749,38.0346,55.2148,107.7999,14.64,208.8478,28.64,84.8074,67.9979,182.9861,280.6743,42.77,146.92,109.7053,49.276,89.11
2017-04-04,130.4707,303.7,140.9668,906.83,852.57,141.73,63.5862,82.97,85.29,82.29,130.04,113.8285,105.57,71.98,31.1,84.95,110.7008,87.7446,75.9319,64.6799,109.9785,157.6557,74.7336,169.92,254.1131,140.7677,125.0308,38.1422,55.1666,100.2405,14.16,209.0005,28.59,84.3587,68.0278,184.5051,268.7376,41.64,145.5,109.5503,48.7886,89.28
2017-04-05,129.939,295.0,140.2365,909.28,848.91,141.85,63.4218,85.34,85.66,82.4,129.89,114.3386,105.17,71.45,30.85,83.54,110.8983,87.9917,75.7573,63.7828,110.2411,157.42,74.616,167.48,254.2664,141.0563,123.9444,37.5358,54.7031,99.4946,14.17,207.2537,28.26,83.7604,66.6242,182.6207,272.0539,41.76,143.62,109.5115,48.9477,88.4
2017-04-06,130.0079,298.7,139.886,898.28,845.095,141.17,63.5862,85.0,86.19,82.97,130.15,115.9083,106.14,71.34,31.17,84.07,111.2545,88.051,75.9132,64.1783,110.4849,160.2668,75.5594,170.44,254.2564,141.6334,125.0017,37.7314,54.4037,100.2206,13.27,207.6069,28.62,83.91,66.5346,183.7937,271.6111,42.3,143.74,109.56,49.1069,88.56
2017-04-07,129.939,302.54,139.5744,894.88,842.1,140.78,63.5379,84.38,86.02,82.52,130.22,116.5478,105.59,71.46,31.18,84.79,111.0665,87.7051,75.767,63.6478,110.6537,160.8324,76.3161,172.39,255.7064,141.5276,125.4285,38.0737,54.5389,99.7929,13.52,208.3228,28.52,84.2091,67.0124,182.515,272.8018,42.06,143.11,109.1045,49.3556,88.73
