,TSLA,AAPL,AMZN,GOOGL,FB,TWTR,MSFT,CRM,NOW,WDAY,ADBE,INTU,ANSS,SNPS,CDNS,ADSK,MA,V,AXP,DFS,CME,COST,MORN,ILMN,ISRG,HD,LRCX,AMAT,XLNX,NVDA,AMD,AVGO,MU,OLED,XBI,QQQ,MTN,NTES,TRIP,NFLX,DIS,ATVI,EA
2015-08-11,237.37,107.1787,527.46,690.3,93.62,29.62,42.8648,71.63,76.67,83.06,83.9,100.8048,94.27,51.14,21.35,54.06,94.8683,71.5814,76.8124,51.9083,82.7118,134.8855,81.4719,208.59,176.6132,109.1247,68.9208,16.4483,40.0926,23.0977,1.9,115.5247,17.88,39.6423,77.3229,106.429,102.2076,135.664,74.67,122.74,102.48100000000001,27.9185,73.82
2015-08-12,238.17,108.8313,525.91,691.47,94.19,29.39,43.1696,71.04,76.85,82.96,83.82,100.9011,94.39,51.24,21.25,54.82,94.7121,71.8741,76.4914,51.8896,82.5162,135.8101,80.7393,207.36,176.4265,109.1247,68.5526,16.4104,40.4547,23.1563,1.9,116.9384,18.19,40.2903,77.8936,106.7962,99.7662,135.3094,73.5,120.51,101.5226,28.1147,73.72
2015-08-13,242.51,108.7464,529.66,686.51,93.43,28.54,43.1603,71.4,75.7,82.26,84.31,101.0746,94.33,51.39,21.35,54.61,94.8976,72.2552,76.2647,51.5062,83.1116,134.679,81.1152,208.84,175.9565,110.3579,67.9861,16.1733,40.0648,22.961,1.79,115.5061,17.7,39.9214,76.6038,106.6222,100.0529,128.314,71.7,123.73,102.0256,28.3011,73.38
2015-08-14,243.15,109.5113,531.52,689.37,94.42,29.06,43.4097,72.99,76.63,84.18,86.12,101.7683,94.26,51.64,21.56,54.86,95.5417,72.5387,76.4064,52.32899999999999,83.4858,135.4392,81.2791,208.07,176.6232,111.0348,68.64699999999999,15.7843,40.3433,22.9806,1.84,113.432,16.95,38.5957,75.469,106.7865,100.9499,120.7819,72.49,123.39,101.684,28.1344,72.82
2015-08-17,254.99,110.6446,535.22,694.11,93.93,29.06,43.7053,74.04,77.25,84.8,86.77,101.7105,96.51,52.13,21.8,55.4,95.5124,72.7244,76.4914,51.927,83.5623,135.4392,81.5683,207.91,177.6832,110.9884,70.2331,16.1543,40.789,22.8341,1.8,116.7431,17.22,40.5395,78.5864,107.6755,102.5036,118.82700000000001,73.5,125.36,103.4774,28.7426,73.7
2015-08-18,260.72,110.0213,535.02,688.73,95.17,28.3,43.9454,72.58,75.89,82.58,86.45,101.8647,97.06,51.98,21.62,54.59,95.2587,72.783,76.718,52.0018,83.5963,135.0128,82.0695,207.0,176.5665,113.8628,68.2316,15.7749,39.8884,22.6267,1.8,113.6925,16.38,38.5558,76.6566,107.1247,101.773,117.38,72.26,124.05,101.4752,28.6641,73.85
2015-08-19,255.25,108.6141,532.92,694.04,95.31,27.61,43.3318,72.04,75.63,82.38,85.48,102.3946,96.15,52.3,21.63,54.32,94.2827,72.7146,76.4442,52.2448,82.6948,134.5863,80.9321,205.65,175.5398,113.8257,68.3637,15.689,39.4613,22.5384,1.8,112.9577,15.9,37.6089,75.5845,106.4193,101.8285,116.9871,71.75,122.06,101.0102,28.4286,71.61
2015-08-20,242.18,106.3854,515.78,679.48,90.56,26.0,42.4486,67.82,70.31,77.02,82.69,99.1764,93.24,48.6,20.47,53.1,92.2916,72.2748,74.3761,51.8802,81.6997,133.2328,79.0428,200.43,171.4065,111.7673,67.0514,15.25,38.3099,21.7247,1.7,106.9866,14.74,35.7848,71.4973,103.4721,101.0609,114.7351,70.38,112.49,94.9088,27.4477,67.71
2015-08-21,230.77,99.8785,494.47,644.03,86.06,25.87,40.0408,69.15,69.91,71.84,78.87,86.0242,90.92,47.52,19.8,51.76,88.5047,69.5773,72.7424,50.7115,77.9405,128.8569,77.8957,199.95,168.9465,107.7061,65.8524,14.7728,37.5114,21.0483,1.78,103.6569,14.53,35.3462,71.65899999999999,98.9498,100.2656,109.4262,69.51,103.96,93.7891,26.7021,65.53
2015-08-24,218.87,97.3854,463.37,618.11,82.09,25.17,38.7485,65.17,68.0,69.34,74.27,81.1776,85.63,45.7,19.0,49.39,85.7231,66.8114,70.4948,48.9445,75.47399999999999,123.2758,74.6665,191.77,163.6032,104.3495,63.5582,14.4102,36.6293,20.3032,1.75,102.2525,14.44,35.0671,67.839,95.1425,97.2045,102.6703,66.27,96.88,90.4869,25.6623,63.7
2015-08-25,220.03,97.9709,466.37,612.47,83.0,24.38,37.6237,65.18,68.67,70.02,74.57,76.9573,85.75,44.98,18.75,48.17,84.7373,65.4529,69.4277,47.9254,75.7802,123.0347,74.3773,189.64,164.8198,102.8938,63.6337,14.1621,36.0072,19.8817,1.66,100.9225,14.27,35.1568,68.6835,94.785,96.7976,107.8259,66.54,101.52,90.9899,25.6819,63.54
2015-08-26,224.84,103.59,500.77,659.74,87.19,25.03,39.7061,68.52,71.41,72.4,77.33,80.2526,87.75,46.71,19.51,49.13,89.51,69.0886,71.4203,49.5335,78.0255,128.0874,75.9485,195.7,169.4832,107.4928,66.7965,14.5438,38.2913,21.3816,1.72,108.0748,14.42,36.7517,72.2395,99.5585,99.0171,107.2006,68.38,110.13,94.1592,26.7708,66.34
2015-08-27,242.99,106.6404,518.37,667.96,89.73,26.46,40.8124,69.94,72.36,75.37,78.91,83.4419,89.79,46.94,19.94,50.0,91.7938,70.7599,72.6007,50.8985,79.7521,129.9879,77.1824,201.94,171.8565,109.0969,69.0246,15.2118,39.2384,22.1855,1.78,117.4314,15.67,37.7285,74.077,102.0806,99.6737,116.2727,70.34,117.66,96.9489,27.3986,67.16
2015-08-28,248.48,106.9898,518.01,659.69,91.01,26.83,40.8403,70.25,72.54,72.76,79.4,83.0661,89.74,47.1,20.14,47.52,91.8231,70.8185,72.3835,50.4404,80.475,129.7469,77.6451,201.7,171.4132,108.9671,68.8452,15.2595,39.2477,22.2835,1.85,118.6963,15.96,37.4095,75.5548,102.0613,100.5338,113.4347,70.6,117.63,97.2431,28.6641,67.91
2015-08-31,249.06,106.4893,512.89,647.82,89.43,27.79,40.4591,69.36,70.96,70.26,78.57,82.6229,88.6,46.93,20.02,46.75,90.1541,69.6848,72.4496,50.2347,80.3219,129.8396,76.9028,197.61,170.3165,107.9842,68.7036,15.3502,38.8949,22.0385,1.81,117.1616,16.41,36.7218,73.2622,100.7954,99.7939,106.9601,69.9,115.03,96.6738,28.0853,66.15
2015-09-01,238.63,101.7295,496.54,629.56,87.23,27.03,38.8787,66.63,68.92,69.59,75.99,81.0331,86.57,45.64,19.72,45.49,86.9138,67.3978,69.881,48.0095,77.4982,128.2172,74.7243,193.13,167.8065,105.38799999999999,65.673,14.7824,37.4278,21.1365,1.71,111.0231,15.82,35.9443,71.0916,97.6452,96.6404,106.0462,68.19,105.79,94.4249,27.33,63.43
2015-09-02,247.69,106.0926,510.55,644.91,89.89,27.82,40.3104,67.98,69.95,71.11,77.25,82.7,88.87,46.31,19.93,45.99,88.2607,68.0429,70.7687,48.4022,78.7229,130.1826,75.2545,198.11,170.3765,108.5664,67.1269,14.9637,37.9199,21.7738,1.77,115.3666,16.29,36.641999999999996,74.1528,100.3992,98.3235,105.3535,69.73,105.44,96.6833,27.8303,64.67
2015-09-03,245.57,104.2322,504.72,637.05,88.15,28.3,40.4405,68.25,71.22,71.69,78.32,82.9023,90.09,47.14,20.52,45.94,89.4514,68.8052,71.0709,48.8042,79.7861,130.2382,75.7365,195.45,171.2498,108.6782,67.7406,15.04,38.2449,21.8326,1.79,115.1155,16.59,36.2333,71.9591,99.9064,98.3605,105.0937,69.47,101.06,96.7781,28.0559,65.79
2015-09-04,241.93,103.1933,499.0,628.96,88.26,28.15,39.6131,67.13,69.79,70.09,76.89,82.0255,89.72,46.6,20.29,45.37,88.3583,67.5933,69.9566,48.0563,78.6124,128.3841,74.9846,193.16,169.4665,106.6463,66.1356,14.6869,37.205,21.3228,1.82,112.6787,16.82,36.6021,72.134,98.7178,97.8796,103.5833,67.21,98.79,95.8103,27.5654,66.37
2015-09-08,248.17,106.0643,517.54,643.88,89.53,27.18,40.8031,70.76,73.33,71.77,79.78,84.5403,92.47,48.05,20.85,46.81,90.6714,68.9323,71.2881,49.4026,81.0703,131.119,76.2377,198.42,173.5465,108.5197,68.8664,15.0114,39.7027,22.2345,1.88,120.1286,17.53,38.0275,75.4756,101.5008,99.6644,108.1049,67.6,94.95,98.6949,28.3207,68.5
2015-09-09,248.91,104.0244,516.89,643.41,90.44,27.18,40.0408,69.03,72.02,70.27,78.52,83.4805,90.88,47.22,20.61,46.16,87.8117,68.0233,70.9387,49.038000000000004,78.6593,129.4966,76.0546,196.74,169.9898,106.2269,66.9321,14.7537,38.6163,21.7934,1.85,118.2777,16.96,38.4761,73.4766,100.3606,98.9246,109.8751,66.92,99.18,96.7022,28.1442,67.78
2015-09-10,248.48,106.3098,522.24,651.08,91.98,27.71,40.2453,69.74,72.66,70.16,78.7,85.0799,91.65,47.6,20.77,46.23,87.5287,68.6391,71.1181,49.0847,79.9161,129.8025,76.4498,199.95,170.5132,106.7116,68.1742,14.8492,38.7834,22.1365,1.84,119.7194,17.2,38.2568,75.4327,101.4525,99.1836,114.7911,67.49,99.48,97.35700000000001,28.5071,68.74
2015-09-11,250.24,107.8586,529.44,655.3,92.05,27.39,40.422,70.05,73.6,71.36,79.19,86.0531,92.23,47.88,20.65,46.3,89.1586,69.1571,71.2975,49.1876,80.7796,130.7667,76.98,206.41,171.7665,107.59700000000001,68.1078,14.7919,38.931999999999995,22.2051,2.01,121.9143,16.8,37.6288,76.6962,102.0129,100.1823,112.9921,66.92,97.51,99.1409,28.5954,68.91
2015-09-14,253.19,108.8975,521.38,652.47,92.31,26.9,40.0129,69.89,73.56,69.87,78.46,85.581,91.39,47.68,20.67,46.15,88.7584,68.42399999999999,70.9576,48.9819,80.7454,130.8594,77.6451,206.02,170.1932,106.9352,68.7431,14.8873,39.7677,22.2443,1.82,122.0166,16.7,37.3198,76.4488,101.7037,99.4887,110.4427,67.79,95.69,98.5146,28.6543,68.35
2015-09-15,253.57,109.8135,522.37,665.07,92.9,27.17,40.8868,71.27,74.26,70.67,79.53,85.7448,92.37,48.05,21.14,46.62,89.9004,68.9127,72.2419,49.4587,81.4294,132.0461,78.156,205.71,171.2565,108.2867,70.1844,15.1927,40.0648,22.4894,1.86,124.9836,16.52,37.8282,77.2108,102.9019,98.6194,110.51,70.06,99.16,98.1446,29.233,69.38
2015-09-16,262.25,109.9363,527.39,665.52,93.45,27.75,41.1843,71.88,73.94,71.96,80.53,86.2073,92.79,48.13,21.2,46.9,90.5055,69.3818,73.0162,49.9168,81.5406,133.1401,78.2042,205.29,171.4998,109.8153,70.88600000000001,15.4313,40.269,22.6463,1.89,122.6863,16.68,38.3964,76.4686,103.4817,99.5997,114.339,69.9,104.08,98.6475,29.9394,70.28
2015-09-17,262.07,107.5848,538.87,671.67,94.34,27.41,41.1378,72.32,74.61,72.02,80.31,82.6422,92.36,47.89,21.13,46.78,90.97399999999999,69.3525,72.7707,49.7298,78.9329,132.899,77.5198,210.06,173.0798,109.8992,68.8759,15.2881,40.0091,22.8522,1.89,121.8652,16.41,38.8449,78.9328,103.5204,99.5442,111.9531,69.89,104.21,98.8752,30.3808,71.06
2015-09-18,260.62,107.1409,540.26,660.92,94.4,27.96,40.422,71.4,74.36,73.49,81.25,82.3724,90.95,47.33,20.81,46.48,89.9394,68.209,71.7225,48.8603,77.2913,131.4713,77.0089,208.88,170.4865,107.2988,67.5294,15.2023,39.582,22.8325,1.87,119.0474,15.5,38.3764,78.6656,102.0516,98.0276,110.6544,68.64,102.62,97.5847,30.5083,70.07
2015-09-21,264.2,108.803,548.39,666.98,95.55,27.38,41.0076,72.14,74.41,73.18,83.32,83.6443,92.23,47.72,21.08,47.41,90.8178,69.1766,72.4685,49.4867,78.6165,132.7692,78.1849,200.19,168.3132,108.6596,64.5427,14.9255,39.3313,23.0678,1.81,118.7395,15.75,38.1671,74.4274,102.3713,99.9974,110.7121,68.38,100.3,98.1256,30.9203,70.58
2015-09-22,260.94,107.0937,538.4,653.2,92.96,26.83,40.8124,71.65,73.06,72.89,84.66,83.6828,90.87,47.51,21.21,46.93,89.8613,68.6586,71.4958,48.5705,77.5563,132.25,78.8307,193.09,164.7365,107.9326,62.2386,14.4102,38.7834,22.4404,1.73,116.3509,15.41,36.5423,72.7241,100.8408,97.8056,109.3556,67.2,98.47,97.2526,30.8124,68.69
2015-09-23,261.06,107.9625,536.07,653.29,93.97,26.79,40.7845,71.99,72.99,72.63,85.5,84.3958,90.86,47.57,21.18,46.92,89.9297,69.3427,71.4203,48.4677,78.0095,134.8274,79.2741,189.93,163.2932,108.2774,60.3896,13.9378,38.542,22.5482,1.7,117.1347,14.81,35.5156,72.6449,100.9182,97.9998,110.1445,65.69,98.07,96.3796,31.0184,69.46
2015-09-24,263.12,108.6047,533.75,654.91,94.41,26.6,40.8217,71.71,72.12,72.49,83.91,84.656,90.68,47.03,21.05,47.05,88.9341,68.6488,70.5326,48.103,77.0861,134.3082,78.744,188.28,163.7198,108.4359,60.1052,14.0189,38.997,22.9796,1.72,115.7911,15.34,35.5256,71.7537,100.5501,97.5282,108.6148,65.46,103.76,95.4782,30.8909,68.81
2015-09-25,256.91,108.3308,524.25,640.15,92.77,25.29,40.8496,72.44,72.86,72.57,83.13,84.6752,89.94,46.8,20.955,46.97,89.1098,69.0886,70.9198,48.7107,78.9842,134.9386,78.6958,175.54,158.6365,108.8087,59.8113,13.933,38.931999999999995,23.1463,1.71,118.2543,14.91,35.3362,66.842,99.6977,99.3408,108.8265,64.89,102.24,95.1745,31.4501,69.49
2015-09-28,248.43,106.1871,504.06,624.25,89.21,25.26,40.2453,69.04,69.03,70.55,80.52,83.0758,88.29,46.25,20.48,46.14,86.2306,65.6777,69.2577,47.3083,77.3939,133.0844,77.0089,167.51,154.5032,106.348,58.5691,13.7135,37.7528,22.8423,1.66,112.7587,14.06,33.9606,62.0393,96.8594,95.2994,110.005,62.88,99.47,93.45700000000001,30.7143,66.46
2015-09-29,246.65,102.995,496.07,622.61,86.67,25.59,40.3848,68.38,68.94,70.7,79.83,83.6635,86.92,45.96,20.44,45.24,86.6307,66.9776,69.0311,47.7758,77.2827,133.24200000000002,76.8643,169.82,151.8232,105.2389,59.6027,13.8853,38.0314,23.2443,1.67,111.6577,14.38,33.6217,59.4349,96.3557,93.6441,114.0889,63.42,98.35,94.3395,30.0767,66.0
2015-09-30,248.4,104.1661,511.89,638.37,89.9,26.94,41.1471,69.43,69.45,68.86,82.22,85.5135,88.14,46.18,20.68,44.14,87.9581,68.082,70.0038,48.6079,79.292,134.0301,77.3655,175.82,153.1932,107.6436,61.9447,14.0189,39.3684,24.1658,1.72,116.6402,14.98,33.7912,61.6432,98.574,96.8069,115.5608,63.02,103.26,96.9774,30.3023,67.75
2015-10-01,239.88,103.4861,520.72,642.0,90.95,24.68,41.4725,72.91,71.58,72.2,83.75,85.6195,87.34,46.4,20.52,43.14,88.5535,68.4045,69.7771,48.3835,80.1811,134.0208,77.1438,157.21,151.8565,109.079,61.1008,13.9998,38.867,23.6953,1.74,113.9623,14.77,32.904,61.8215,99.0196,96.3999,112.9536,64.13,105.98,97.4234,30.3121,67.2
2015-10-02,247.57,104.2416,532.54,656.99,92.07,26.31,42.365,73.93,72.23,74.09,83.99,86.2362,88.24,46.92,20.81,44.0,89.8613,69.0691,70.2682,48.7762,77.4366,135.226,77.8957,163.61,154.9565,109.806,62.2765,14.2575,39.3313,24.3129,1.83,115.0726,15.91,34.2896,64.8417,100.7536,96.7606,118.0429,66.36,106.11,97.7365,30.8615,66.49
2015-10-05,246.15,104.6194,543.68,671.68,94.01,28.15,43.3504,75.27,76.47,75.5,85.84,87.9802,89.74,47.55,21.3,44.29,92.0671,70.5938,72.9973,51.0014,78.0009,137.2749,78.0981,163.17,156.2698,111.1016,62.03,14.4102,40.5197,24.9207,1.8,113.1039,17.57,35.715,65.3567,102.1969,97.9074,124.2673,67.24,111.25,98.5431,31.3618,67.59
2015-10-06,241.46,105.1199,537.48,671.64,92.8,27.62,43.461999999999996,74.42,74.58,74.85,85.15,87.4984,88.89,47.55,21.32,44.8,91.667,70.4472,72.62899999999999,51.0107,76.821,137.5901,77.7897,145.81,153.1998,110.6169,61.8688,14.5438,40.8911,25.2442,1.83,109.2691,18.22,35.4359,62.6038,101.7126,96.4647,121.2561,66.84,108.33,98.4672,31.3029,66.55
2015-10-07,231.96,104.6194,541.94,670.0,92.4,29.83,43.5084,75.0,74.97,76.36,80.65,87.932,89.66,47.68,21.4,45.9,93.0529,71.5613,73.1579,51.6558,77.5392,137.1729,77.7029,145.94,155.5665,111.521,63.1109,14.6869,41.2904,25.5089,1.86,110.6966,18.62,35.9841,63.6732,102.3229,96.9664,123.3822,67.73,108.1,98.1066,31.3323,66.11
2015-10-08,226.72,103.4106,533.16,667.0,92.47,30.32,44.1127,75.09,73.02,75.86,82.26,89.2177,90.25,47.8,21.37,47.31,93.7275,72.2259,73.1579,52.0952,76.8467,140.6032,78.6305,140.37,156.1365,112.8352,63.8221,14.9541,41.9125,25.656,1.93,108.8772,18.72,36.2533,63.0296,102.7297,99.0224,125.7488,69.58,114.93,99.2643,31.1263,65.8
2015-10-09,220.69,105.8849,539.8,671.24,93.24,30.85,43.7966,75.25,74.42,77.57,83.82,89.6141,91.81,48.04,21.75,51.57,93.6786,72.3041,73.3,52.1326,75.4958,142.7448,79.0073,147.77,156.5498,113.0868,63.0256,14.9351,41.6897,25.5579,1.96,109.0825,18.16,39.7022,64.1287,103.1947,100.2597,124.2577,67.98,113.33,100.1657,31.4599,65.04
2015-10-12,215.58,105.3938,550.19,676.43,94.26,28.75,43.6944,75.88,74.28,77.51,83.92,90.1071,91.87,48.1,21.66,51.55,94.4803,73.2912,73.2811,51.927,76.5731,142.4295,80.4759,146.6,153.6132,113.6181,63.0351,14.8873,41.4947,25.8324,1.87,109.8009,18.03,38.7452,63.3563,103.4465,101.7575,126.4896,67.48,113.45,100.9153,31.9602,68.11
2015-10-13,219.25,105.5732,548.9,683.17,94.12,29.06,43.5921,76.63,74.16,76.5,83.65,88.3187,91.37,47.6,21.63,52.08,93.7861,73.301,72.6081,51.5436,75.4616,141.178,79.6063,145.43,152.1365,113.3478,61.2809,14.4484,41.2997,25.8815,1.92,105.8261,18.18,38.2668,60.5638,102.7781,101.4598,127.3073,66.69,109.73,101.1431,32.2545,68.42
2015-10-14,216.88,104.0811,544.83,680.41,94.07,29.38,43.3969,75.58,73.9,74.93,83.8,87.4003,90.26,47.56,21.34,51.37,92.9062,72.5191,72.2005,51.0668,74.6579,138.9159,78.0797,144.54,151.6198,112.0989,63.8031,14.7346,42.1353,26.8226,1.95,109.5957,18.82,38.196999999999996,61.2174,102.6135,100.4271,124.3635,83.72,110.23,100.32700000000001,32.3918,70.57
2015-10-15,221.31,105.6393,562.44,693.02,95.96,29.71,43.7037,77.7,75.64,77.29,86.77,89.353,90.82,48.03,21.39,52.16,94.9886,73.6333,72.7408,51.7587,76.2567,140.7051,80.0025,151.84,154.1032,113.5342,63.9643,15.0019,42.9617,26.8912,1.97,113.7104,18.66,39.1639,65.6636,104.29899999999999,101.3854,128.3271,83.36,101.09,102.3766,33.1569,70.97
2015-10-16,227.01,104.8649,570.76,695.32,97.54,31.15,44.1685,78.77,76.46,78.69,88.67,90.5034,92.15,48.43,21.35,52.04,95.4579,74.2784,73.1863,52.0765,76.8638,140.974,80.1378,150.22,155.7765,114.40100000000001,64.7418,15.1068,43.1845,27.3128,1.94,112.9639,18.5,34.9375,65.4062,104.7349,101.3016,134.465,83.2,98.99,102.7088,33.5199,71.71
2015-10-19,228.1,105.5165,573.15,699.95,98.47,30.91,44.2708,77.93,75.79,78.53,88.4,90.9481,93.29,48.4,21.21,52.44,95.5557,75.2459,72.9872,51.4127,78.1463,142.0494,80.959,147.48,159.4798,114.7366,64.135,15.083,43.231,27.2638,2.01,110.9952,19.16,35.086999999999996,65.9112,105.3355,101.6272,132.9353,84.14,101.69,103.8759,33.1079,72.29
2015-10-20,213.03,107.4431,560.88,680.0,97.0,30.91,44.4102,77.53,74.73,79.88,86.84,91.1608,92.07,48.18,21.14,52.0,95.4872,74.55199999999999,72.9398,51.1603,78.266,143.2917,80.7948,145.1,157.6698,114.5036,66.4011,15.4504,43.2588,27.2245,2.02,111.863,17.09,34.3594,63.6831,104.79299999999999,101.9063,133.9166,84.25,98.99,104.227,33.1766,72.3
2015-10-21,210.09,107.4337,555.77,671.8,97.11,29.3,43.8803,75.83,73.02,78.23,86.13,90.7451,91.57,47.665,21.0,51.13,94.4412,73.7506,72.5228,51.4127,77.24,143.8944,79.2102,140.17,166.4698,114.92299999999999,67.1217,15.3359,43.3517,26.8716,2.1,112.4321,16.43,33.2529,63.7029,104.1537,101.5807,131.9636,82.17,97.96,104.4642,33.1373,72.79
2015-10-22,211.72,109.0769,563.91,681.14,99.67,29.15,44.6519,77.37,77.95,79.89,88.46,93.6356,93.08,49.48,21.12,52.59,95.8294,74.6888,68.7218,52.2448,79.0526,146.62,79.2972,142.08,165.3932,115.911,68.8474,15.4695,44.2245,27.8422,2.14,116.9481,16.72,33.6018,63.5643,106.2751,102.632,133.9166,83.56,97.32,107.4627,34.0889,74.54
2015-10-23,209.09,112.4578,599.03,719.33,102.19,30.28,49.1515,78.56,78.89,79.85,87.86,94.6796,93.58,49.72,21.395,52.39,97.5599,75.3241,70.7028,53.3855,80.3265,144.3857,79.2488,147.43,166.6765,116.14399999999999,70.7059,15.689,43.7881,28.0284,2.21,120.9042,17.24,34.1899,65.0299,109.249,104.0088,136.2255,82.9,100.04,107.3109,34.236,74.92
2015-10-26,215.26,108.8691,608.61,731.12,103.77,30.89,50.4345,78.22,78.8,78.95,88.84,94.4573,94.35,49.89,21.35,53.61,97.4034,76.40899999999999,70.3237,53.0489,80.2837,145.3035,79.4034,147.65,165.5165,116.5168,71.1799,15.584000000000001,44.3823,27.901,2.15,115.3339,16.58,33.5819,65.2477,109.3168,105.8881,135.5232,83.65,103.04,107.7189,34.2164,74.08
2015-10-27,210.35,108.1797,611.01,732.82,103.7,31.34,49.9139,77.75,80.17,77.2,88.05,94.7666,94.0,49.37,21.75,54.1,96.2303,75.7639,70.1531,52.5534,80.2752,146.2584,79.1715,145.03,165.5865,116.0135,71.2084,15.5267,45.7008,27.8814,2.15,113.3558,16.68,33.5221,66.6737,109.5396,105.2555,137.1106,81.76,103.07,107.9562,34.2164,75.27
2015-10-28,212.96,112.6372,617.1,736.92,104.2,30.87,50.1835,78.53,82.15,78.8,88.5,94.728,97.07,50.58,22.41,55.5,97.8532,77.0833,70.5701,53.7127,82.0279,146.2584,79.1329,146.96,166.6732,115.4077,71.8152,15.7844,45.6172,28.1069,2.18,118.5809,16.92,35.8944,68.3868,110.4502,107.4975,137.6012,81.3,105.8,108.49700000000001,34.6088,76.77
2015-10-29,211.63,113.8272,626.55,744.85,104.88,29.06,49.6071,78.14,81.56,78.45,88.12,94.4911,95.52,50.01,22.04,55.06,98.34200000000001,76.7315,70.3521,53.2359,83.2933,146.7405,80.0315,145.72,166.7598,115.2306,71.91,15.9753,44.568000000000005,27.1363,2.13,112.0496,16.21,35.2166,66.6539,110.2758,107.1161,135.4943,80.93,105.12,109.1613,34.3243,76.06
2015-10-30,206.93,112.8544,625.9,737.39,101.97,28.46,48.9377,77.71,81.65,78.97,88.66,94.1866,95.31,49.98,22.22,55.19,96.7777,75.8226,69.4421,52.5627,80.7711,146.5922,79.3358,143.28,165.5332,115.2399,72.6212,16.0039,44.2152,27.8128,2.12,114.88600000000001,16.56,34.1999,65.9805,109.7818,106.2137,139.0443,83.78,108.38,107.9277,34.0987,72.07
2015-11-02,213.79,114.441,628.35,747.74,103.31,29.2,49.4955,79.2,82.02,81.35,89.91,94.2639,97.43,50.42,22.26,56.89,97.15899999999999,73.516,70.0867,52.6188,82.4469,147.5471,79.0363,148.84,168.0865,115.9576,72.6307,16.1184,44.3359,28.1363,2.19,115.5112,17.09,34.5886,70.2881,111.0217,107.2649,138.9192,83.16,107.64,109.1613,33.9123,72.0
2015-11-03,208.35,115.7537,625.31,748.82,102.58,29.13,50.3415,78.63,82.53,80.21,90.36,94.4573,97.21,50.52,22.26,57.93,97.8825,76.1353,70.172,52.946000000000005,82.0878,147.2226,78.2826,152.86,167.8032,117.1227,72.3841,16.2234,44.1966,27.9402,2.28,113.9623,17.835,35.8844,70.9219,111.4092,106.7533,137.1875,82.25,109.74,109.6357,35.1385,71.9
2015-11-04,231.63,115.2154,640.95,755.31,103.94,29.36,50.5739,78.39,83.84,80.25,91.01,95.5593,97.77,51.04,22.45,57.83,98.2736,76.5751,70.2099,52.9648,81.5577,145.6929,78.4179,159.06,167.1498,116.8617,73.0194,16.0993,44.2807,27.4794,2.2,115.8004,17.44,36.3729,71.3279,111.4189,107.8975,141.0261,82.62,114.05,107.4627,36.2863,74.29
2015-11-05,231.77,114.6866,655.65,760.67,108.76,28.66,50.5553,78.71,83.91,78.57,90.55,94.5249,93.39,50.84,22.46,63.49,98.4398,77.4645,70.0772,53.4722,81.6603,144.8771,78.6691,154.75,166.4498,117.1786,73.0763,16.0421,44.1218,27.1657,2.2,112.9546,16.51,35.8147,70.0504,111.1186,107.9906,139.3714,83.11,113.5,107.2255,36.6492,74.06
2015-11-06,232.36,114.8193,659.37,761.6,107.095,28.28,51.0573,79.41,85.24,82.18,90.69,95.0083,93.52,51.53,22.71,63.88,99.2317,76.9661,70.4279,54.1299,82.7547,146.0638,78.5145,155.84,166.9865,117.4209,72.9151,16.2711,44.5144,30.9303,2.15,120.9882,16.45,40.4198,70.0108,111.1961,108.0464,141.2474,77.42,114.06,109.7591,34.3341,72.38
2015-11-09,225.33,114.3546,655.49,754.77,106.49,27.09,50.3508,78.22,84.6,81.54,89.8,94.2639,92.2,51.19,22.58,63.51,98.2247,76.2721,69.5938,53.6695,83.1223,143.84799999999998,77.7512,154.61,166.0132,116.0415,73.0099,16.0421,44.262,30.7931,2.11,118.0304,15.84,40.1308,70.6347,110.0143,106.5207,142.8828,77.12,109.86,110.4707,33.4022,70.94
2015-11-10,216.5,110.7505,659.68,758.26,107.91,27.05,49.7465,78.25,84.15,81.52,90.28,95.5883,92.16,51.4,22.78,63.36,98.4007,77.8163,69.5464,53.6038,83.49,145.3777,77.2778,153.3,167.5198,116.7498,72.46,15.9943,43.9816,30.2048,2.02,111.835,15.545,40.4099,70.3871,109.7333,108.1487,141.5264,78.35,112.7,111.4196,33.2158,70.83
2015-11-11,219.08,110.1245,673.25,765.25,109.01,26.5,49.8767,78.71,83.9,82.0,91.21,96.0813,91.45,51.49,22.56,62.12,98.6255,77.5226,69.1104,53.4816,83.7037,145.3591,76.9299,154.97,166.2032,116.2372,72.8393,16.023,44.0003,29.9107,2.07,111.9189,15.5,40.1407,69.1394,109.5977,107.6091,144.374,79.74,112.86,110.5656,33.9123,71.3
2015-11-12,212.94,109.7546,665.6,756.53,108.02,26.13,49.5699,78.3,84.5,81.92,90.84,94.786,90.59,51.12,22.43,61.75,96.0836,76.6708,68.2289,52.6266,82.3785,144.9966,76.2536,155.39,166.6665,115.3984,71.5308,15.7749,43.6078,29.8029,2.0,111.8256,15.35,40.2604,67.654,108.5322,106.223,147.5199,79.15,108.92,110.2715,34.3439,71.66
