date,open,high,low,close,adjusted close,volume
2018-05-04 00:00:00,24.7,25.84,23.64,23.94,23.94,8120400
2018-05-07 00:00:00,24.24,24.8,23.95,24.68,24.68,1005823
2018-05-08 00:00:00,24.71,25.0,24.2601,24.8,24.8,813863
2018-05-09 00:00:00,24.82,25.34,24.3,24.97,24.97,641787
2018-05-10 00:00:00,24.79,25.19,24.26,24.5,24.5,657154
2018-05-11 00:00:00,24.27,24.42,22.5614,23.44,23.44,619583
2018-05-14 00:00:00,23.64,24.35,23.36,23.66,23.66,279442
2018-05-15 00:00:00,23.47,23.89,23.06,23.69,23.69,142740
2018-05-16 00:00:00,23.56,23.88,23.07,23.63,23.63,225739
2018-05-17 00:00:00,23.6,24.23,23.443,24.08,24.08,210227
2018-05-18 00:00:00,24.08,24.09,23.64,23.93,23.93,264219
2018-05-21 00:00:00,24.01,24.89,24.01,24.28,24.28,321297
2018-05-22 00:00:00,24.29,24.675,24.02,24.42,24.42,123326
2018-05-23 00:00:00,24.3,24.85,24.07,24.67,24.67,179598
2018-05-24 00:00:00,24.47,24.9486,22.65,23.63,23.63,261282
2018-05-25 00:00:00,23.39,23.74,22.6,23.02,23.02,341523
2018-05-29 00:00:00,23.12,24.5343,22.63,23.03,23.03,997712
2018-05-30 00:00:00,23.14,24.4284,23.1,23.91,23.91,362436
2018-05-31 00:00:00,23.99,24.47,23.3531,23.51,23.51,570290
2018-06-01 00:00:00,23.59,24.099,23.2805,23.74,23.74,411885
2018-06-04 00:00:00,23.87,24.4838,23.8,24.26,24.26,387129
2018-06-05 00:00:00,24.24,26.639,24.155,26.32,26.32,1417289
2018-06-06 00:00:00,26.6,27.39,25.92,27.0,27.0,543811
2018-06-07 00:00:00,27.5,27.74,25.5501,26.31,26.31,666423
2018-06-08 00:00:00,26.45,26.5,25.24,25.68,25.68,549979
2018-06-11 00:00:00,25.99,27.95,25.9491,26.2,26.2,925813
2018-06-12 00:00:00,26.47,27.32,26.36,26.89,26.89,653515
2018-06-13 00:00:00,27.04,28.7381,26.65,28.22,28.22,808648
2018-06-14 00:00:00,28.77,30.99,28.5,30.9,30.9,1145001
2018-06-15 00:00:00,30.76,34.58,30.6888,34.1,34.1,2236002
2018-06-18 00:00:00,34.05,35.0,33.5,34.06,34.06,846211
2018-06-19 00:00:00,33.62,33.62,29.2418,30.39,30.39,973603
2018-06-20 00:00:00,31.07,31.6999,28.7101,28.84,28.84,648217
2018-06-21 00:00:00,28.78,29.5,26.41,26.67,26.67,1183984
2018-06-22 00:00:00,27.0,27.5215,25.69,26.14,26.14,1978060
2018-06-25 00:00:00,25.85,26.23,24.6001,25.45,25.45,1056286
2018-06-26 00:00:00,25.69,27.5995,25.55,27.35,27.35,693641
2018-06-27 00:00:00,27.3,27.3399,24.65,24.73,24.73,863600
2018-06-28 00:00:00,24.43,25.7,24.1,25.37,25.37,474517
2018-06-29 00:00:00,25.66,26.8078,25.66,26.0,26.0,544115
2018-07-02 00:00:00,26.13,26.66,25.5,26.34,26.34,521601
2018-07-03 00:00:00,26.5,26.6,25.41,25.69,25.69,270737
2018-07-05 00:00:00,25.85,26.0,24.4,24.54,24.54,454629
2018-07-06 00:00:00,24.51,24.58,23.03,23.06,23.06,826728
2018-07-09 00:00:00,23.5,23.65,21.44,21.65,21.65,1018938
2018-07-10 00:00:00,22.0,23.54,21.86,23.35,23.35,783185
2018-07-11 00:00:00,23.45,24.4,23.1113,24.16,24.16,540942
2018-07-12 00:00:00,24.38,26.35,24.2138,26.08,26.08,497919
2018-07-13 00:00:00,25.6,26.0,24.52,24.92,24.92,532263
2018-07-16 00:00:00,24.31,24.66,23.4101,23.88,23.88,321257
2018-07-17 00:00:00,23.35,25.16,23.03,24.95,24.95,379824
2018-07-18 00:00:00,25.22,25.499,23.79,24.57,24.57,351805
2018-07-19 00:00:00,24.32,24.94,23.89,24.09,24.09,166456
2018-07-20 00:00:00,24.0,24.88,23.45,23.82,23.82,229415
2018-07-23 00:00:00,23.75,23.98,23.06,23.68,23.68,182486
2018-07-24 00:00:00,23.81,24.17,22.3,22.7,22.7,345282
2018-07-25 00:00:00,22.71,23.47,22.645,22.82,22.82,450122
2018-07-26 00:00:00,22.85,23.46,22.624,23.09,23.09,253142
2018-07-27 00:00:00,23.11,23.2599,22.12,22.28,22.28,734613
2018-07-30 00:00:00,22.3,23.08,19.85,20.44,20.44,869100
2018-07-31 00:00:00,20.43,21.54,20.01,20.76,20.76,616571
