date,open,high,low,close,adjusted close,volume
2016-09-30 00:00:00,26.5,39.4,26.1,37.0,37.0,30011468
2016-10-03 00:00:00,38.85,46.78,37.5,44.46,44.46,28809904
2016-10-04 00:00:00,43.1,43.4,38.0,38.09,38.09,9879395
2016-10-05 00:00:00,40.1,40.86,36.1,36.18,36.18,8423496
2016-10-06 00:00:00,35.77,37.7,35.18,36.7,36.7,5266600
2016-10-07 00:00:00,37.44,39.16,36.21,38.15,38.15,5268772
2016-10-10 00:00:00,39.61,39.9,33.66,34.81,34.81,3719429
2016-10-11 00:00:00,34.7,35.43,31.25,32.01,32.01,4014177
2016-10-12 00:00:00,32.28,33.7865,32.08,32.5,32.5,2269524
2016-10-13 00:00:00,32.47,35.9,31.3,34.7,34.7,3785126
2016-10-14 00:00:00,34.0,34.8,33.0,33.15,33.15,2540943
2016-10-17 00:00:00,32.0,33.1305,30.3,30.65,30.65,2614613
2016-10-18 00:00:00,31.84,31.84,29.6,30.74,30.74,3657811
2016-10-19 00:00:00,30.77,31.2,29.85,29.99,29.99,1389573
2016-10-20 00:00:00,29.7,30.7277,28.39,28.5,28.5,1772865
2016-10-21 00:00:00,28.25,30.68,28.18,29.21,29.21,2735231
2016-10-24 00:00:00,30.25,31.46,29.43,29.77,29.77,2575058
2016-10-25 00:00:00,30.3,30.88,28.57,29.15,29.15,2473011
2016-10-26 00:00:00,29.4,29.5,28.4101,28.76,28.76,1261776
2016-10-27 00:00:00,29.12,29.4,26.44,27.43,27.43,2680971
2016-10-28 00:00:00,27.41,27.78,24.5,24.84,24.84,2358071
2016-10-31 00:00:00,25.46,25.9,24.5,24.5,24.5,2095336
2016-11-01 00:00:00,24.87,25.165,23.538,24.16,24.16,1324386
2016-11-02 00:00:00,24.1,24.75,23.819,24.55,24.55,1491222
2016-11-03 00:00:00,24.58,24.6,23.27,23.9,23.9,1208075
2016-11-04 00:00:00,23.93,25.09,23.85,24.13,24.13,1512963
2016-11-07 00:00:00,24.88,25.05,23.24,23.37,23.37,1440461
2016-11-08 00:00:00,23.19,27.4308,23.11,26.89,26.89,2291708
2016-11-09 00:00:00,26.01,30.54,25.75,28.92,28.92,2812191
2016-11-10 00:00:00,30.2,30.5,26.9,27.25,27.25,1697907
2016-11-11 00:00:00,27.22,29.19,27.087,28.27,28.27,977459
2016-11-14 00:00:00,28.9,29.19,27.97,28.2,28.2,1084712
2016-11-15 00:00:00,28.22,32.45,28.22,32.45,32.45,2857065
2016-11-16 00:00:00,32.5,34.0,30.99,32.78,32.78,2074185
2016-11-17 00:00:00,32.6,33.18,31.01,31.2,31.2,1193948
2016-11-18 00:00:00,31.2,34.89,31.2,34.69,34.69,1845338
2016-11-21 00:00:00,34.94,34.96,33.11,33.66,33.66,1298911
2016-11-22 00:00:00,33.82,33.9,32.1109,33.11,33.11,1059321
2016-11-23 00:00:00,32.78,34.65,32.6,34.13,34.13,1206967
2016-11-25 00:00:00,34.25,34.73,33.61,34.0,34.0,530758
2016-11-28 00:00:00,34.49,34.51,33.0,33.34,33.34,1319611
2016-11-29 00:00:00,33.88,34.75,31.6,34.09,34.09,2766925
2016-11-30 00:00:00,34.44,34.6,31.6,32.0,32.0,3465166
