date,open,high,low,close,adjusted close,volume
2018-04-27 00:00:00,38.0,40.89,37.0,39.73,39.73,16392446
2018-04-30 00:00:00,39.9047,40.19,37.53,38.63,38.63,3312463
2018-05-01 00:00:00,38.7,39.89,37.85,39.45,39.45,1285573
2018-05-02 00:00:00,39.85,40.5,38.75,39.32,39.32,1251440
2018-05-03 00:00:00,39.69,42.56,38.81,41.96,41.96,2783655
2018-05-04 00:00:00,42.4,42.66,41.01,41.09,41.09,763525
2018-05-07 00:00:00,41.65,41.912,41.04,41.31,41.31,630844
2018-05-08 00:00:00,41.5,43.6799,40.5,43.22,43.22,821183
2018-05-09 00:00:00,44.44,44.87,43.245,44.1,44.1,1178122
2018-05-10 00:00:00,44.88,46.699,43.66,44.01,44.01,1467879
2018-05-11 00:00:00,44.56,45.8895,44.01,44.37,44.37,762193
2018-05-14 00:00:00,44.99,45.7265,43.37,44.19,44.19,1032010
2018-05-15 00:00:00,44.39,45.73,43.495,45.46,45.46,423001
2018-05-16 00:00:00,45.34,45.65,44.56,45.23,45.23,299008
2018-05-17 00:00:00,45.2,46.4,44.55,44.9,44.9,339527
2018-05-18 00:00:00,44.75,45.0,44.36,44.78,44.78,350812
2018-05-21 00:00:00,45.5,45.5,41.72,42.98,42.98,804373
2018-05-22 00:00:00,43.24,44.72,42.851,43.05,43.05,1062700
2018-05-23 00:00:00,43.64,45.62,43.1,45.42,45.42,1125441
2018-05-24 00:00:00,45.94,47.7,45.2962,46.8,46.8,1011734
2018-05-25 00:00:00,47.23,48.9,46.1071,46.37,46.37,678083
2018-05-29 00:00:00,46.67,49.33,45.855,48.43,48.43,931091
2018-05-30 00:00:00,48.9,51.0,48.56,49.99,49.99,830985
2018-05-31 00:00:00,50.13,51.2009,49.53,49.81,49.81,867073
2018-06-01 00:00:00,50.28,50.74,49.76,50.12,50.12,564739
2018-06-04 00:00:00,51.0,54.15,50.54,53.65,53.65,1121220
2018-06-05 00:00:00,54.29,58.28,52.0,54.59,54.59,2463590
2018-06-06 00:00:00,55.63,57.38,54.36,57.36,57.36,989487
2018-06-07 00:00:00,58.95,59.86,53.5,55.99,55.99,3617122
2018-06-08 00:00:00,58.25,60.45,55.31,57.92,57.92,7147612
2018-06-11 00:00:00,58.3,60.0,58.2,59.54,59.54,2131421
2018-06-12 00:00:00,60.49,63.35,60.0,61.82,61.82,2408591
2018-06-13 00:00:00,63.28,64.97,62.0,63.77,63.77,2126685
2018-06-14 00:00:00,64.99,65.8159,63.1,63.53,63.53,1932240
2018-06-15 00:00:00,63.09,64.58,62.3,63.95,63.95,3584226
2018-06-18 00:00:00,63.51,66.191,61.6452,63.9,63.9,1557289
2018-06-19 00:00:00,62.14,64.7,57.6,63.87,63.87,3791386
2018-06-20 00:00:00,64.67,66.8,62.03,62.46,62.46,2381465
2018-06-21 00:00:00,63.06,63.19,57.47,57.59,57.59,3209053
2018-06-22 00:00:00,58.9,58.99,55.0,57.55,57.55,4039279
2018-06-25 00:00:00,55.58,55.6552,52.05,55.0,55.0,2847085
2018-06-26 00:00:00,55.49,56.9689,54.9,56.47,56.47,1601609
2018-06-27 00:00:00,56.95,57.2,51.74,51.77,51.77,2266959
2018-06-28 00:00:00,51.62,54.0,50.3435,53.04,53.04,2311962
2018-06-29 00:00:00,53.67,54.0,51.8305,52.95,52.95,1636890
2018-07-02 00:00:00,52.46,53.16,50.5,52.34,52.34,1933451
2018-07-03 00:00:00,52.46,53.5,51.85,51.97,51.97,721656
2018-07-05 00:00:00,52.49,55.39,51.5934,54.62,54.62,2171958
2018-07-06 00:00:00,54.75,55.96,54.07,54.95,54.95,1177586
2018-07-09 00:00:00,55.28,56.49,54.8711,55.35,55.35,901392
2018-07-10 00:00:00,55.77,55.77,52.19,52.37,52.37,1583095
2018-07-11 00:00:00,52.0,53.76,51.61,51.98,51.98,1120288
2018-07-12 00:00:00,52.24,56.44,51.5,55.37,55.37,2377655
2018-07-13 00:00:00,55.38,56.0,54.68,55.33,55.33,1038908
2018-07-16 00:00:00,55.25,57.2787,54.9,55.05,55.05,831103
2018-07-17 00:00:00,54.5,55.4,52.94,54.09,54.09,1461329
2018-07-18 00:00:00,53.93,54.6,52.91,53.05,53.05,939139
2018-07-19 00:00:00,52.93,53.81,51.93,52.36,52.36,1209115
2018-07-20 00:00:00,52.25,52.7652,51.71,52.21,52.21,663053
2018-07-23 00:00:00,51.97,55.85,51.75,55.53,55.53,1260325
2018-07-24 00:00:00,56.12,57.5,52.9,53.79,53.79,1763749
2018-07-25 00:00:00,53.76,55.6617,53.76,54.69,54.69,559543
2018-07-26 00:00:00,54.01,55.88,53.77,55.51,55.51,1622956
2018-07-27 00:00:00,56.73,57.0,53.5,54.82,54.82,1317612
2018-07-30 00:00:00,54.92,55.24,50.06,51.71,51.71,2140130
2018-07-31 00:00:00,51.89,54.96,51.51,53.9,53.9,1178245
2018-08-01 00:00:00,54.3,56.15,54.1947,55.75,55.75,895808
2018-08-02 00:00:00,55.39,59.18,55.0,58.91,58.91,1361061
2018-08-03 00:00:00,59.15,59.5999,56.25,57.01,57.01,858334
2018-08-06 00:00:00,57.16,60.39,57.16,60.0,60.0,957615
2018-08-07 00:00:00,60.75,60.95,59.4564,59.89,59.89,919697
2018-08-08 00:00:00,59.45,61.81,59.2,61.35,61.35,855024
2018-08-09 00:00:00,61.67,62.15,60.175,60.45,60.45,820272
2018-08-10 00:00:00,60.3,60.45,57.12,58.2,58.2,1525797
2018-08-13 00:00:00,58.1,58.38,55.57,56.14,56.14,965146
2018-08-14 00:00:00,56.56,58.225,55.73,57.85,57.85,590765
2018-08-15 00:00:00,57.25,57.8,55.3,56.15,56.15,779498
2018-08-16 00:00:00,56.96,57.91,56.06,57.69,57.69,620177
2018-08-17 00:00:00,57.47,59.4,56.355,58.68,58.68,611193
2018-08-20 00:00:00,58.91,62.0,57.9,61.22,61.22,1395594
2018-08-21 00:00:00,61.69,63.8,61.56,62.5,62.5,1381150
2018-08-22 00:00:00,62.3,63.3666,60.34,61.84,61.84,870236
2018-08-23 00:00:00,61.86,64.939,61.86,63.9,63.9,1279716
2018-08-24 00:00:00,64.25,67.21,64.0,65.54,65.54,1133392
2018-08-27 00:00:00,66.99,67.71,64.63,65.53,65.53,1053263
2018-08-28 00:00:00,66.0,68.35,65.72,66.3,66.3,1225362
2018-08-29 00:00:00,66.5,68.02,65.75,67.87,67.87,862216
2018-08-30 00:00:00,67.3,67.4,64.55,65.0,65.0,1578680
2018-08-31 00:00:00,64.47,65.3599,62.19,62.44,62.44,2944308
2018-09-04 00:00:00,62.8,65.7,60.83,64.85,64.85,2579998
2018-09-05 00:00:00,64.69,65.87,62.55,63.1,63.1,3291462
2018-09-06 00:00:00,59.08,59.9,56.79,57.85,57.85,4455890
2018-09-07 00:00:00,56.8,59.67,56.26,56.94,56.94,2294619
2018-09-10 00:00:00,58.0,58.24,53.64,53.93,53.93,3048116
2018-09-11 00:00:00,53.75,54.8,52.8301,53.96,53.96,1875951
2018-09-12 00:00:00,53.02,57.56,53.02,57.18,57.18,2644050
2018-09-13 00:00:00,57.25,57.49,55.06,55.37,55.37,2103911
2018-09-14 00:00:00,55.3,55.3,53.43,53.79,53.79,6557206
2018-09-17 00:00:00,53.85,54.89,51.6,52.18,52.18,2705887
2018-09-18 00:00:00,52.23,53.4,51.65,53.03,53.03,1750408
2018-09-19 00:00:00,52.77,53.1,51.5,51.73,51.73,1229963
2018-09-20 00:00:00,52.32,52.69,51.12,52.23,52.23,1521545
2018-09-21 00:00:00,52.93,53.32,51.7824,52.54,52.54,2218784
2018-09-24 00:00:00,52.1,52.33,51.4,51.83,51.83,1570905
2018-09-25 00:00:00,52.16,53.71,51.62,53.4,53.4,1783237
2018-09-26 00:00:00,53.51,54.02,52.44,52.54,52.54,1608683
2018-09-27 00:00:00,52.64,53.75,52.25,52.82,52.82,1914917
2018-09-28 00:00:00,52.77,53.03,52.1,52.57,52.57,1560175
2018-10-01 00:00:00,52.98,53.0,48.56,48.85,48.85,4153290
2018-10-02 00:00:00,49.19,49.2429,45.04,46.4,46.4,5206150
2018-10-03 00:00:00,46.4,47.735,45.3,47.11,47.11,2895219
2018-10-04 00:00:00,46.9,47.5499,44.9,45.8,45.8,1631764
2018-10-05 00:00:00,45.65,46.03,43.52,45.27,45.27,1629723
2018-10-08 00:00:00,44.63,45.0,42.25,43.23,43.23,2104090
2018-10-09 00:00:00,42.98,45.0,41.33,41.51,41.51,2133548
2018-10-10 00:00:00,42.03,42.03,38.28,40.6,40.6,3680972
2018-10-11 00:00:00,39.82,41.65,39.3418,40.25,40.25,2719975
2018-10-12 00:00:00,42.09,45.0,41.71,44.64,44.64,3386507
2018-10-15 00:00:00,44.44,45.16,42.64,43.83,43.83,1208186
2018-10-16 00:00:00,44.75,48.01,44.52,47.72,47.72,2432750
2018-10-17 00:00:00,48.0,48.148,46.5,47.52,47.52,1559003
2018-10-18 00:00:00,47.03,48.3,45.55,46.24,46.24,1453619
2018-10-19 00:00:00,46.3,46.5,41.6,42.005,42.005,2709986
2018-10-22 00:00:00,42.72,43.7,41.8008,42.46,42.46,1326329
2018-10-23 00:00:00,41.33,42.28,40.7099,41.33,41.33,2047249
2018-10-24 00:00:00,40.5,41.16,39.12,39.17,39.17,4252326
2018-10-25 00:00:00,39.1,40.82,38.55,40.32,40.32,2772069
2018-10-26 00:00:00,39.51,41.34,38.55,41.18,41.18,2737834
2018-10-29 00:00:00,42.28,43.0,39.05,40.35,40.35,1765927
2018-10-30 00:00:00,40.16,42.0,39.81,41.74,41.74,1640607
2018-10-31 00:00:00,42.05,43.2,41.47,41.94,41.94,2353079
2018-11-01 00:00:00,42.14,42.56,40.35,41.85,41.85,1741577
2018-11-02 00:00:00,42.0,43.36,41.21,42.82,42.82,1813221
2018-11-05 00:00:00,42.63,42.99,40.9,42.41,42.41,1394245
2018-11-06 00:00:00,41.98,42.9,41.47,42.55,42.55,917427
2018-11-07 00:00:00,43.0,44.6,42.57,43.88,43.88,2883805
2018-11-08 00:00:00,43.99,45.15,43.8,44.82,44.82,2081230
2018-11-09 00:00:00,44.32,45.0,43.36,44.43,44.43,994731
2018-11-12 00:00:00,44.45,44.45,40.74,41.34,41.34,2260092
2018-11-13 00:00:00,41.7,43.08,41.38,42.59,42.59,931455
2018-11-14 00:00:00,43.07,43.15,39.68,39.86,39.86,2109890
2018-11-15 00:00:00,39.64,40.44,38.3,40.37,40.37,2064164
2018-11-16 00:00:00,40.0,40.01,38.6,39.0,39.0,1612408
2018-11-19 00:00:00,38.85,39.77,36.14,37.41,37.41,2643216
2018-11-20 00:00:00,35.55,38.58,35.06,38.33,38.33,3089359
2018-11-21 00:00:00,39.6,41.36,38.9,40.76,40.76,2087526
2018-11-23 00:00:00,40.42,41.24,40.02,40.82,40.82,425393
2018-11-26 00:00:00,41.33,42.0,40.27,41.11,41.11,1262460
2018-11-27 00:00:00,40.77,41.25,39.84,40.64,40.64,997184
2018-11-28 00:00:00,41.03,42.5,40.92,41.82,41.82,1766644
2018-11-29 00:00:00,41.75,42.51,41.11,41.77,41.77,1355079
2018-11-30 00:00:00,41.905,42.4133,40.14,41.76,41.76,1190083
2018-12-03 00:00:00,42.72,42.92,41.77,42.52,42.52,1920214
2018-12-04 00:00:00,42.15,42.94,41.16,41.47,41.47,2656570
2018-12-06 00:00:00,40.06,41.98,40.05,41.77,41.77,3002346
2018-12-07 00:00:00,42.0,43.22,38.75,39.66,39.66,4744653
2018-12-10 00:00:00,38.76,41.06,38.76,40.69,40.69,2797895
2018-12-11 00:00:00,39.67,41.66,39.4,41.66,41.66,4912341
2018-12-12 00:00:00,41.66,43.32,41.66,42.4,42.4,4112877
2018-12-13 00:00:00,42.23,43.32,42.14,43.15,43.15,3293791
2018-12-14 00:00:00,42.27,43.32,41.61,42.89,42.89,3513384
2018-12-17 00:00:00,42.51,43.35,41.23,41.75,41.75,4276128
2018-12-18 00:00:00,41.83,42.57,40.8835,41.87,41.87,5487278
2018-12-19 00:00:00,41.21,42.02,40.76,41.11,41.11,4239230
2018-12-20 00:00:00,40.9,41.74,39.02,39.91,39.91,4337466
2018-12-21 00:00:00,39.82,40.87,37.27,37.99,37.99,8328269
2018-12-24 00:00:00,37.29,37.96,36.2488,37.48,37.48,1374789
2018-12-26 00:00:00,37.83,39.72,37.57,39.65,39.65,1532911
2018-12-27 00:00:00,39.1,41.0,39.0,40.99,40.99,1549638
2018-12-28 00:00:00,40.99,41.05,39.89,40.5,40.5,2522659
2018-12-31 00:00:00,40.6,40.9799,39.15,40.08,40.08,2255919
2019-01-02 00:00:00,39.27,40.83,39.14,40.82,40.82,1674698
2019-01-03 00:00:00,40.0,40.52,38.8,38.83,38.83,987078
2019-01-04 00:00:00,39.52,41.4148,39.42,40.9,40.9,1852562
2019-01-07 00:00:00,40.04,42.2,39.5,41.69,41.69,2630909
2019-01-08 00:00:00,41.96,42.32,40.9314,42.08,42.08,3192569
2019-01-09 00:00:00,42.0,42.99,41.84,42.67,42.67,2035814
2019-01-10 00:00:00,42.2,44.6,42.16,44.03,44.03,7249487
2019-01-11 00:00:00,43.85,44.1022,43.1,43.48,43.48,1656075
2019-01-14 00:00:00,43.13,43.3,42.4,43.22,43.22,708637
2019-01-15 00:00:00,44.5,45.19,43.5,44.99,44.99,2879504
2019-01-16 00:00:00,45.0,45.0,42.52,43.06,43.06,3720823
2019-01-17 00:00:00,42.64,45.02,42.22,44.9,44.9,2914735
2019-01-18 00:00:00,45.1,47.205,45.05,47.0,47.0,3420395
2019-01-22 00:00:00,46.45,46.6,45.6,45.85,45.85,1758373
2019-01-23 00:00:00,45.88,47.0,44.54,45.4,45.4,1748115
2019-01-24 00:00:00,45.68,46.75,45.25,46.71,46.71,1291272
2019-01-25 00:00:00,47.22,48.6,47.0,48.57,48.57,1937175
2019-01-28 00:00:00,47.94,48.88,47.5504,48.82,48.82,1977001
2019-01-29 00:00:00,48.99,49.38,47.54,48.3,48.3,1616454
2019-01-30 00:00:00,48.78,49.43,48.24,49.37,49.37,2217170
2019-01-31 00:00:00,49.46,50.03,49.11,49.45,49.45,2556705
2019-02-01 00:00:00,49.33,49.99,48.21,49.96,49.96,2802541
2019-02-04 00:00:00,49.99,51.23,49.76,51.04,51.04,2422527
2019-02-05 00:00:00,51.26,52.6,50.75,52.45,52.45,2583712
2019-02-06 00:00:00,52.45,52.45,50.5401,51.3,51.3,1812943
2019-02-07 00:00:00,50.9,51.55,49.77,50.71,50.71,1954133
2019-02-08 00:00:00,50.05,51.935,49.55,51.77,51.77,1065613
2019-02-11 00:00:00,51.51,52.2492,50.4,51.63,51.63,1143487
2019-02-12 00:00:00,52.0,52.84,51.81,52.66,52.66,2389974
2019-02-13 00:00:00,53.15,54.08,52.75,53.65,53.65,3384059
2019-02-14 00:00:00,53.5,53.6,52.56,53.33,53.33,2836616
2019-02-15 00:00:00,53.5,54.04,53.39,53.63,53.63,1433592
2019-02-19 00:00:00,53.78,54.86,53.4,54.33,54.33,1895036
2019-02-20 00:00:00,54.33,54.885,53.85,54.11,54.11,1591256
2019-02-21 00:00:00,54.11,54.49,53.64,53.83,53.83,1021089
2019-02-22 00:00:00,54.06,54.29,53.61,53.99,53.99,1224757
2019-02-25 00:00:00,54.5,54.97,54.09,54.74,54.74,1584259
2019-02-26 00:00:00,54.5,55.25,54.29,55.01,55.01,2335184
2019-02-27 00:00:00,54.95,56.23,54.66,55.54,55.54,3678671
2019-02-28 00:00:00,55.2,55.685,54.47,55.15,55.15,1575973
2019-03-01 00:00:00,55.91,56.69,55.73,56.29,56.29,3229194
2019-03-04 00:00:00,56.77,56.89,54.4373,55.56,55.56,3009776
2019-03-05 00:00:00,55.55,56.0,53.81,55.74,55.74,1904845
2019-03-06 00:00:00,55.59,55.98,54.55,55.22,55.22,1301450
2019-03-07 00:00:00,55.0,56.0,54.8,55.5,55.5,1660492
2019-03-08 00:00:00,54.89,56.1,54.4201,55.99,55.99,1191772
2019-03-11 00:00:00,56.32,57.74,56.1057,57.15,57.15,2478327
2019-03-12 00:00:00,57.19,57.98,57.07,57.27,57.27,1935508
2019-03-13 00:00:00,57.5,57.89,57.0815,57.66,57.66,2367482
2019-03-14 00:00:00,57.71,59.14,57.59,58.85,58.85,5028000
2019-03-15 00:00:00,58.0,59.6204,56.35,56.47,56.47,7535989
2019-03-18 00:00:00,56.95,57.78,56.11,57.75,57.75,2797612
2019-03-19 00:00:00,56.81,57.25,55.54,56.66,56.66,4810644
